,Q
563,"[0.00826249 0.01652498 0.02478747 0.03304996 0.04131245 0.04957494
 0.05783742 0.06609991 0.0743624  0.08262489 0.09088738 0.09914987
 0.10741236 0.11567485 0.12393734 0.13219983 0.14046232 0.14872481
 0.1569873  0.16524978 0.17351227 0.18177476 0.19003725 0.19829974
 0.20656223 0.21482472 0.22308721 0.2313497  0.23961219 0.24787468
 0.25613717 0.26439966 0.27266214 0.28092463 0.28918712 0.29744961
 0.3057121  0.31397459 0.32223708 0.33049957 0.33876206 0.34702455
 0.35528704 0.36354953 0.37181202 0.3800745  0.38833699 0.39659948
 0.40486197 0.41312446 0.42138695 0.42964944 0.43791193 0.44617442
 0.45443691 0.4626994  0.47096189 0.47922438 0.48748686 0.49574935
 0.50401184 0.51227433 0.52053682 0.52879931 0.5370618  0.54532429
 0.55358678 0.56184927 0.57011176 0.57837425 0.58663674 0.59489922
 0.60316171 0.6114242  0.61968669 0.62794918 0.63621167 0.64447416
 0.65273665 0.66099914 0.66926163 0.67752412 0.68578661 0.6940491
 0.70231158 0.71057407 0.71883656 0.72709905 0.73536154 0.74362403
 0.75188652 0.76014901 0.7684115  0.77667399 0.78493648 0.79319897
 0.80146146 0.80972394 0.81798643 0.82624892]"
564,"[0.00824495 0.01648989 0.02473484 0.03297979 0.04122473 0.04946968
 0.05771463 0.06595958 0.07420452 0.08244947 0.09069442 0.09893936
 0.10718431 0.11542926 0.1236742  0.13191915 0.1401641  0.14840905
 0.15665399 0.16489894 0.17314389 0.18138883 0.18963378 0.19787873
 0.20612367 0.21436862 0.22261357 0.23085851 0.23910346 0.24734841
 0.25559336 0.2638383  0.27208325 0.2803282  0.28857314 0.29681809
 0.30506304 0.31330798 0.32155293 0.32979788 0.33804283 0.34628777
 0.35453272 0.36277767 0.37102261 0.37926756 0.38751251 0.39575745
 0.4040024  0.41224735 0.4204923  0.42873724 0.43698219 0.44522714
 0.45347208 0.46171703 0.46996198 0.47820692 0.48645187 0.49469682
 0.50294176 0.51118671 0.51943166 0.52767661 0.53592155 0.5441665
 0.55241145 0.56065639 0.56890134 0.57714629 0.58539123 0.59363618
 0.60188113 0.61012608 0.61837102 0.62661597 0.63486092 0.64310586
 0.65135081 0.65959576 0.6678407  0.67608565 0.6843306  0.69257554
 0.70082049 0.70906544 0.71731039 0.72555533 0.73380028 0.74204523
 0.75029017 0.75853512 0.76678007 0.77502501 0.78326996 0.79151491
 0.79975986 0.8080048  0.81624975 0.8244947 ]"
565,"[0.00824156 0.01648311 0.02472467 0.03296622 0.04120778 0.04944933
 0.05769089 0.06593244 0.074174   0.08241555 0.09065711 0.09889866
 0.10714022 0.11538177 0.12362333 0.13186488 0.14010644 0.14834799
 0.15658955 0.1648311  0.17307266 0.18131422 0.18955577 0.19779733
 0.20603888 0.21428044 0.22252199 0.23076355 0.2390051  0.24724666
 0.25548821 0.26372977 0.27197132 0.28021288 0.28845443 0.29669599
 0.30493754 0.3131791  0.32142065 0.32966221 0.33790376 0.34614532
 0.35438687 0.36262843 0.37086999 0.37911154 0.3873531  0.39559465
 0.40383621 0.41207776 0.42031932 0.42856087 0.43680243 0.44504398
 0.45328554 0.46152709 0.46976865 0.4780102  0.48625176 0.49449331
 0.50273487 0.51097642 0.51921798 0.52745953 0.53570109 0.54394265
 0.5521842  0.56042576 0.56866731 0.57690887 0.58515042 0.59339198
 0.60163353 0.60987509 0.61811664 0.6263582  0.63459975 0.64284131
 0.65108286 0.65932442 0.66756597 0.67580753 0.68404908 0.69229064
 0.70053219 0.70877375 0.71701531 0.72525686 0.73349842 0.74173997
 0.74998153 0.75822308 0.76646464 0.77470619 0.78294775 0.7911893
 0.79943086 0.80767241 0.81591397 0.82415552]"
566,"[0.00822478 0.01644955 0.02467433 0.03289911 0.04112388 0.04934866
 0.05757344 0.06579821 0.07402299 0.08224776 0.09047254 0.09869732
 0.10692209 0.11514687 0.12337165 0.13159642 0.1398212  0.14804598
 0.15627075 0.16449553 0.17272031 0.18094508 0.18916986 0.19739463
 0.20561941 0.21384419 0.22206896 0.23029374 0.23851852 0.24674329
 0.25496807 0.26319285 0.27141762 0.2796424  0.28786718 0.29609195
 0.30431673 0.31254151 0.32076628 0.32899106 0.33721583 0.34544061
 0.35366539 0.36189016 0.37011494 0.37833972 0.38656449 0.39478927
 0.40301405 0.41123882 0.4194636  0.42768838 0.43591315 0.44413793
 0.45236271 0.46058748 0.46881226 0.47703703 0.48526181 0.49348659
 0.50171136 0.50993614 0.51816092 0.52638569 0.53461047 0.54283525
 0.55106002 0.5592848  0.56750958 0.57573435 0.58395913 0.5921839
 0.60040868 0.60863346 0.61685823 0.62508301 0.63330779 0.64153256
 0.64975734 0.65798212 0.66620689 0.67443167 0.68265645 0.69088122
 0.699106   0.70733078 0.71555555 0.72378033 0.7320051  0.74022988
 0.74845466 0.75667943 0.76490421 0.77312899 0.78135376 0.78957854
 0.79780332 0.80602809 0.81425287 0.82247765]"
567,"[0.00808937 0.01617874 0.0242681  0.03235747 0.04044684 0.04853621
 0.05662557 0.06471494 0.07280431 0.08089368 0.08898305 0.09707241
 0.10516178 0.11325115 0.12134052 0.12942988 0.13751925 0.14560862
 0.15369799 0.16178736 0.16987672 0.17796609 0.18605546 0.19414483
 0.20223419 0.21032356 0.21841293 0.2265023  0.23459167 0.24268103
 0.2507704  0.25885977 0.26694914 0.2750385  0.28312787 0.29121724
 0.29930661 0.30739598 0.31548534 0.32357471 0.33166408 0.33975345
 0.34784281 0.35593218 0.36402155 0.37211092 0.38020028 0.38828965
 0.39637902 0.40446839 0.41255776 0.42064712 0.42873649 0.43682586
 0.44491523 0.45300459 0.46109396 0.46918333 0.4772727  0.48536207
 0.49345143 0.5015408  0.50963017 0.51771954 0.5258089  0.53389827
 0.54198764 0.55007701 0.55816638 0.56625574 0.57434511 0.58243448
 0.59052385 0.59861321 0.60670258 0.61479195 0.62288132 0.63097069
 0.63906005 0.64714942 0.65523879 0.66332816 0.67141752 0.67950689
 0.68759626 0.69568563 0.703775   0.71186436 0.71995373 0.7280431
 0.73613247 0.74422183 0.7523112  0.76040057 0.76848994 0.77657931
 0.78466867 0.79275804 0.80084741 0.80893678]"
568,"[0.00807134 0.01614268 0.02421401 0.03228535 0.04035669 0.04842803
 0.05649937 0.0645707  0.07264204 0.08071338 0.08878472 0.09685605
 0.10492739 0.11299873 0.12107007 0.12914141 0.13721274 0.14528408
 0.15335542 0.16142676 0.1694981  0.17756943 0.18564077 0.19371211
 0.20178345 0.20985479 0.21792612 0.22599746 0.2340688  0.24214014
 0.25021148 0.25828281 0.26635415 0.27442549 0.28249683 0.29056816
 0.2986395  0.30671084 0.31478218 0.32285352 0.33092485 0.33899619
 0.34706753 0.35513887 0.36321021 0.37128154 0.37935288 0.38742422
 0.39549556 0.4035669  0.41163823 0.41970957 0.42778091 0.43585225
 0.44392358 0.45199492 0.46006626 0.4681376  0.47620894 0.48428027
 0.49235161 0.50042295 0.50849429 0.51656563 0.52463696 0.5327083
 0.54077964 0.54885098 0.55692232 0.56499365 0.57306499 0.58113633
 0.58920767 0.597279   0.60535034 0.61342168 0.62149302 0.62956436
 0.63763569 0.64570703 0.65377837 0.66184971 0.66992105 0.67799238
 0.68606372 0.69413506 0.7022064  0.71027774 0.71834907 0.72642041
 0.73449175 0.74256309 0.75063443 0.75870576 0.7667771  0.77484844
 0.78291978 0.79099111 0.79906245 0.80713379]"
569,"[0.0080573 0.0161146 0.0241719 0.0322292 0.0402865 0.0483438 0.0564011
 0.0644584 0.0725157 0.080573  0.0886303 0.0966876 0.1047449 0.1128022
 0.1208595 0.1289168 0.1369741 0.1450314 0.1530887 0.161146  0.1692033
 0.1772606 0.1853179 0.1933752 0.2014325 0.2094898 0.2175471 0.2256044
 0.2336617 0.241719  0.2497763 0.2578336 0.2658909 0.2739482 0.2820055
 0.2900628 0.2981201 0.3061774 0.3142347 0.322292  0.3303493 0.3384066
 0.3464639 0.3545212 0.3625785 0.3706358 0.3786931 0.3867504 0.3948077
 0.402865  0.4109223 0.4189796 0.4270369 0.4350942 0.4431515 0.4512088
 0.4592661 0.4673234 0.4753807 0.483438  0.4914953 0.4995526 0.5076099
 0.5156672 0.5237245 0.5317818 0.5398391 0.5478964 0.5559537 0.564011
 0.5720683 0.5801256 0.5881829 0.5962402 0.6042975 0.6123548 0.6204121
 0.6284694 0.6365267 0.644584  0.6526413 0.6606986 0.6687559 0.6768132
 0.6848705 0.6929278 0.7009851 0.7090424 0.7170997 0.725157  0.7332143
 0.7412716 0.7493289 0.7573862 0.7654435 0.7735008 0.7815581 0.7896154
 0.7976727 0.80573  ]"
570,"[0.00802581 0.01605162 0.02407742 0.03210323 0.04012904 0.04815485
 0.05618065 0.06420646 0.07223227 0.08025808 0.08828388 0.09630969
 0.1043355  0.11236131 0.12038711 0.12841292 0.13643873 0.14446454
 0.15249034 0.16051615 0.16854196 0.17656777 0.18459357 0.19261938
 0.20064519 0.208671   0.2166968  0.22472261 0.23274842 0.24077423
 0.24880004 0.25682584 0.26485165 0.27287746 0.28090327 0.28892907
 0.29695488 0.30498069 0.3130065  0.3210323  0.32905811 0.33708392
 0.34510973 0.35313553 0.36116134 0.36918715 0.37721296 0.38523876
 0.39326457 0.40129038 0.40931619 0.41734199 0.4253678  0.43339361
 0.44141942 0.44944522 0.45747103 0.46549684 0.47352265 0.48154846
 0.48957426 0.49760007 0.50562588 0.51365169 0.52167749 0.5297033
 0.53772911 0.54575492 0.55378072 0.56180653 0.56983234 0.57785815
 0.58588395 0.59390976 0.60193557 0.60996138 0.61798718 0.62601299
 0.6340388  0.64206461 0.65009041 0.65811622 0.66614203 0.67416784
 0.68219365 0.69021945 0.69824526 0.70627107 0.71429688 0.72232268
 0.73034849 0.7383743  0.74640011 0.75442591 0.76245172 0.77047753
 0.77850334 0.78652914 0.79455495 0.80258076]"
571,"[0.00806769 0.01613538 0.02420306 0.03227075 0.04033844 0.04840613
 0.05647381 0.0645415  0.07260919 0.08067688 0.08874457 0.09681225
 0.10487994 0.11294763 0.12101532 0.129083   0.13715069 0.14521838
 0.15328607 0.16135376 0.16942144 0.17748913 0.18555682 0.19362451
 0.20169219 0.20975988 0.21782757 0.22589526 0.23396294 0.24203063
 0.25009832 0.25816601 0.2662337  0.27430138 0.28236907 0.29043676
 0.29850445 0.30657213 0.31463982 0.32270751 0.3307752  0.33884289
 0.34691057 0.35497826 0.36304595 0.37111364 0.37918132 0.38724901
 0.3953167  0.40338439 0.41145208 0.41951976 0.42758745 0.43565514
 0.44372283 0.45179051 0.4598582  0.46792589 0.47599358 0.48406127
 0.49212895 0.50019664 0.50826433 0.51633202 0.5243997  0.53246739
 0.54053508 0.54860277 0.55667046 0.56473814 0.57280583 0.58087352
 0.58894121 0.59700889 0.60507658 0.61314427 0.62121196 0.62927965
 0.63734733 0.64541502 0.65348271 0.6615504  0.66961808 0.67768577
 0.68575346 0.69382115 0.70188883 0.70995652 0.71802421 0.7260919
 0.73415959 0.74222727 0.75029496 0.75836265 0.76643034 0.77449802
 0.78256571 0.7906334  0.79870109 0.80676878]"
572,"[1.11041129e-15 8.08450437e-03 1.61690087e-02 2.42535131e-02
 3.23380175e-02 4.04225219e-02 4.85070262e-02 5.65915306e-02
 6.46760350e-02 7.27605394e-02 8.08450437e-02 8.89295481e-02
 9.70140525e-02 1.05098557e-01 1.13183061e-01 1.21267566e-01
 1.29352070e-01 1.37436574e-01 1.45521079e-01 1.53605583e-01
 1.61690087e-01 1.69774592e-01 1.77859096e-01 1.85943601e-01
 1.94028105e-01 2.02112609e-01 2.10197114e-01 2.18281618e-01
 2.26366122e-01 2.34450627e-01 2.42535131e-01 2.50619636e-01
 2.58704140e-01 2.66788644e-01 2.74873149e-01 2.82957653e-01
 2.91042157e-01 2.99126662e-01 3.07211166e-01 3.15295671e-01
 3.23380175e-01 3.31464679e-01 3.39549184e-01 3.47633688e-01
 3.55718192e-01 3.63802697e-01 3.71887201e-01 3.79971705e-01
 3.88056210e-01 3.96140714e-01 4.04225219e-01 4.12309723e-01
 4.20394227e-01 4.28478732e-01 4.36563236e-01 4.44647740e-01
 4.52732245e-01 4.60816749e-01 4.68901254e-01 4.76985758e-01
 4.85070262e-01 4.93154767e-01 5.01239271e-01 5.09323775e-01
 5.17408280e-01 5.25492784e-01 5.33577289e-01 5.41661793e-01
 5.49746297e-01 5.57830802e-01 5.65915306e-01 5.73999810e-01
 5.82084315e-01 5.90168819e-01 5.98253324e-01 6.06337828e-01
 6.14422332e-01 6.22506837e-01 6.30591341e-01 6.38675845e-01
 6.46760350e-01 6.54844854e-01 6.62929359e-01 6.71013863e-01
 6.79098367e-01 6.87182872e-01 6.95267376e-01 7.03351880e-01
 7.11436385e-01 7.19520889e-01 7.27605394e-01 7.35689898e-01
 7.43774402e-01 7.51858907e-01 7.59943411e-01 7.68027915e-01
 7.76112420e-01 7.84196924e-01 7.92281428e-01 8.00365933e-01]"
573,"[0.00804257 0.01608515 0.02412772 0.0321703  0.04021287 0.04825545
 0.05629802 0.0643406  0.07238317 0.08042574 0.08846832 0.09651089
 0.10455347 0.11259604 0.12063862 0.12868119 0.13672377 0.14476634
 0.15280891 0.16085149 0.16889406 0.17693664 0.18497921 0.19302179
 0.20106436 0.20910694 0.21714951 0.22519208 0.23323466 0.24127723
 0.24931981 0.25736238 0.26540496 0.27344753 0.28149011 0.28953268
 0.29757525 0.30561783 0.3136604  0.32170298 0.32974555 0.33778813
 0.3458307  0.35387328 0.36191585 0.36995842 0.378001   0.38604357
 0.39408615 0.40212872 0.4101713  0.41821387 0.42625645 0.43429902
 0.44234159 0.45038417 0.45842674 0.46646932 0.47451189 0.48255447
 0.49059704 0.49863962 0.50668219 0.51472476 0.52276734 0.53080991
 0.53885249 0.54689506 0.55493764 0.56298021 0.57102279 0.57906536
 0.58710793 0.59515051 0.60319308 0.61123566 0.61927823 0.62732081
 0.63536338 0.64340596 0.65144853 0.6594911  0.66753368 0.67557625
 0.68361883 0.6916614  0.69970398 0.70774655 0.71578913 0.7238317
 0.73187427 0.73991685 0.74795942 0.756002   0.76404457 0.77208715
 0.78012972 0.7881723  0.79621487 0.80425744]"
574,"[-1.66546902e-15  8.00289913e-03  1.60057983e-02  2.40086974e-02
  3.20115965e-02  4.00144957e-02  4.80173948e-02  5.60202939e-02
  6.40231931e-02  7.20260922e-02  8.00289913e-02  8.80318905e-02
  9.60347896e-02  1.04037689e-01  1.12040588e-01  1.20043487e-01
  1.28046386e-01  1.36049285e-01  1.44052184e-01  1.52055084e-01
  1.60057983e-01  1.68060882e-01  1.76063781e-01  1.84066680e-01
  1.92069579e-01  2.00072478e-01  2.08075378e-01  2.16078277e-01
  2.24081176e-01  2.32084075e-01  2.40086974e-01  2.48089873e-01
  2.56092772e-01  2.64095671e-01  2.72098571e-01  2.80101470e-01
  2.88104369e-01  2.96107268e-01  3.04110167e-01  3.12113066e-01
  3.20115965e-01  3.28118865e-01  3.36121764e-01  3.44124663e-01
  3.52127562e-01  3.60130461e-01  3.68133360e-01  3.76136259e-01
  3.84139158e-01  3.92142058e-01  4.00144957e-01  4.08147856e-01
  4.16150755e-01  4.24153654e-01  4.32156553e-01  4.40159452e-01
  4.48162352e-01  4.56165251e-01  4.64168150e-01  4.72171049e-01
  4.80173948e-01  4.88176847e-01  4.96179746e-01  5.04182645e-01
  5.12185545e-01  5.20188444e-01  5.28191343e-01  5.36194242e-01
  5.44197141e-01  5.52200040e-01  5.60202939e-01  5.68205839e-01
  5.76208738e-01  5.84211637e-01  5.92214536e-01  6.00217435e-01
  6.08220334e-01  6.16223233e-01  6.24226133e-01  6.32229032e-01
  6.40231931e-01  6.48234830e-01  6.56237729e-01  6.64240628e-01
  6.72243527e-01  6.80246426e-01  6.88249326e-01  6.96252225e-01
  7.04255124e-01  7.12258023e-01  7.20260922e-01  7.28263821e-01
  7.36266720e-01  7.44269620e-01  7.52272519e-01  7.60275418e-01
  7.68278317e-01  7.76281216e-01  7.84284115e-01  7.92287014e-01]"
575,"[0.00799073 0.01598146 0.02397218 0.03196291 0.03995364 0.04794437
 0.0559351  0.06392583 0.07191655 0.07990728 0.08789801 0.09588874
 0.10387947 0.1118702  0.11986092 0.12785165 0.13584238 0.14383311
 0.15182384 0.15981457 0.16780529 0.17579602 0.18378675 0.19177748
 0.19976821 0.20775893 0.21574966 0.22374039 0.23173112 0.23972185
 0.24771258 0.2557033  0.26369403 0.27168476 0.27967549 0.28766622
 0.29565695 0.30364767 0.3116384  0.31962913 0.32761986 0.33561059
 0.34360132 0.35159204 0.35958277 0.3675735  0.37556423 0.38355496
 0.39154568 0.39953641 0.40752714 0.41551787 0.4235086  0.43149933
 0.43949005 0.44748078 0.45547151 0.46346224 0.47145297 0.4794437
 0.48743442 0.49542515 0.50341588 0.51140661 0.51939734 0.52738807
 0.53537879 0.54336952 0.55136025 0.55935098 0.56734171 0.57533243
 0.58332316 0.59131389 0.59930462 0.60729535 0.61528608 0.6232768
 0.63126753 0.63925826 0.64724899 0.65523972 0.66323045 0.67122117
 0.6792119  0.68720263 0.69519336 0.70318409 0.71117482 0.71916554
 0.72715627 0.735147   0.74313773 0.75112846 0.75911918 0.76710991
 0.77510064 0.78309137 0.7910821  0.79907283]"
576,"[0.00798526 0.01597052 0.02395578 0.03194104 0.03992631 0.04791157
 0.05589683 0.06388209 0.07186735 0.07985261 0.08783787 0.09582313
 0.10380839 0.11179366 0.11977892 0.12776418 0.13574944 0.1437347
 0.15171996 0.15970522 0.16769048 0.17567574 0.183661   0.19164627
 0.19963153 0.20761679 0.21560205 0.22358731 0.23157257 0.23955783
 0.24754309 0.25552835 0.26351362 0.27149888 0.27948414 0.2874694
 0.29545466 0.30343992 0.31142518 0.31941044 0.3273957  0.33538097
 0.34336623 0.35135149 0.35933675 0.36732201 0.37530727 0.38329253
 0.39127779 0.39926305 0.40724832 0.41523358 0.42321884 0.4312041
 0.43918936 0.44717462 0.45515988 0.46314514 0.4711304  0.47911566
 0.48710093 0.49508619 0.50307145 0.51105671 0.51904197 0.52702723
 0.53501249 0.54299775 0.55098301 0.55896828 0.56695354 0.5749388
 0.58292406 0.59090932 0.59889458 0.60687984 0.6148651  0.62285036
 0.63083563 0.63882089 0.64680615 0.65479141 0.66277667 0.67076193
 0.67874719 0.68673245 0.69471771 0.70270298 0.71068824 0.7186735
 0.72665876 0.73464402 0.74262928 0.75061454 0.7585998  0.76658506
 0.77457032 0.78255559 0.79054085 0.79852611]"
577,"[0.00799932 0.01599865 0.02399797 0.0319973  0.03999662 0.04799595
 0.05599527 0.0639946  0.07199392 0.07999325 0.08799257 0.0959919
 0.10399122 0.11199055 0.11998987 0.1279892  0.13598852 0.14398785
 0.15198717 0.1599865  0.16798582 0.17598515 0.18398447 0.1919838
 0.19998312 0.20798245 0.21598177 0.2239811  0.23198042 0.23997975
 0.24797907 0.2559784  0.26397772 0.27197705 0.27997637 0.2879757
 0.29597502 0.30397435 0.31197367 0.319973   0.32797232 0.33597165
 0.34397097 0.3519703  0.35996962 0.36796895 0.37596827 0.3839676
 0.39196692 0.39996625 0.40796557 0.4159649  0.42396422 0.43196355
 0.43996287 0.4479622  0.45596152 0.46396085 0.47196017 0.4799595
 0.48795882 0.49595815 0.50395747 0.5119568  0.51995612 0.52795545
 0.53595477 0.5439541  0.55195342 0.55995275 0.56795207 0.5759514
 0.58395072 0.59195005 0.59994937 0.6079487  0.61594802 0.62394735
 0.63194667 0.639946   0.64794532 0.65594465 0.66394397 0.6719433
 0.67994262 0.68794195 0.69594127 0.7039406  0.71193992 0.71993925
 0.72793857 0.7359379  0.74393722 0.75193655 0.75993587 0.76793519
 0.77593452 0.78393384 0.79193317 0.79993249]"
578,"[0.00804606 0.01609211 0.02413817 0.03218422 0.04023028 0.04827633
 0.05632239 0.06436844 0.0724145  0.08046055 0.08850661 0.09655267
 0.10459872 0.11264478 0.12069083 0.12873689 0.13678294 0.144829
 0.15287505 0.16092111 0.16896716 0.17701322 0.18505928 0.19310533
 0.20115139 0.20919744 0.2172435  0.22528955 0.23333561 0.24138166
 0.24942772 0.25747377 0.26551983 0.27356589 0.28161194 0.289658
 0.29770405 0.30575011 0.31379616 0.32184222 0.32988827 0.33793433
 0.34598038 0.35402644 0.3620725  0.37011855 0.37816461 0.38621066
 0.39425672 0.40230277 0.41034883 0.41839488 0.42644094 0.43448699
 0.44253305 0.45057911 0.45862516 0.46667122 0.47471727 0.48276333
 0.49080938 0.49885544 0.50690149 0.51494755 0.5229936  0.53103966
 0.53908572 0.54713177 0.55517783 0.56322388 0.57126994 0.57931599
 0.58736205 0.5954081  0.60345416 0.61150021 0.61954627 0.62759233
 0.63563838 0.64368444 0.65173049 0.65977655 0.6678226  0.67586866
 0.68391471 0.69196077 0.70000682 0.70805288 0.71609894 0.72414499
 0.73219105 0.7402371  0.74828316 0.75632921 0.76437527 0.77242132
 0.78046738 0.78851343 0.79655949 0.80460554]"
579,"[7.77451970e-16 8.03397440e-03 1.60679488e-02 2.41019232e-02
 3.21358976e-02 4.01698720e-02 4.82038464e-02 5.62378208e-02
 6.42717952e-02 7.23057696e-02 8.03397440e-02 8.83737184e-02
 9.64076928e-02 1.04441667e-01 1.12475642e-01 1.20509616e-01
 1.28543590e-01 1.36577565e-01 1.44611539e-01 1.52645514e-01
 1.60679488e-01 1.68713462e-01 1.76747437e-01 1.84781411e-01
 1.92815386e-01 2.00849360e-01 2.08883334e-01 2.16917309e-01
 2.24951283e-01 2.32985258e-01 2.41019232e-01 2.49053206e-01
 2.57087181e-01 2.65121155e-01 2.73155130e-01 2.81189104e-01
 2.89223078e-01 2.97257053e-01 3.05291027e-01 3.13325002e-01
 3.21358976e-01 3.29392950e-01 3.37426925e-01 3.45460899e-01
 3.53494874e-01 3.61528848e-01 3.69562822e-01 3.77596797e-01
 3.85630771e-01 3.93664746e-01 4.01698720e-01 4.09732694e-01
 4.17766669e-01 4.25800643e-01 4.33834618e-01 4.41868592e-01
 4.49902566e-01 4.57936541e-01 4.65970515e-01 4.74004490e-01
 4.82038464e-01 4.90072439e-01 4.98106413e-01 5.06140387e-01
 5.14174362e-01 5.22208336e-01 5.30242311e-01 5.38276285e-01
 5.46310259e-01 5.54344234e-01 5.62378208e-01 5.70412183e-01
 5.78446157e-01 5.86480131e-01 5.94514106e-01 6.02548080e-01
 6.10582055e-01 6.18616029e-01 6.26650003e-01 6.34683978e-01
 6.42717952e-01 6.50751927e-01 6.58785901e-01 6.66819875e-01
 6.74853850e-01 6.82887824e-01 6.90921799e-01 6.98955773e-01
 7.06989747e-01 7.15023722e-01 7.23057696e-01 7.31091671e-01
 7.39125645e-01 7.47159619e-01 7.55193594e-01 7.63227568e-01
 7.71261543e-01 7.79295517e-01 7.87329491e-01 7.95363466e-01]"
580,"[0.00797532 0.01595064 0.02392595 0.03190127 0.03987659 0.04785191
 0.05582723 0.06380254 0.07177786 0.07975318 0.0877285  0.09570382
 0.10367913 0.11165445 0.11962977 0.12760509 0.13558041 0.14355573
 0.15153104 0.15950636 0.16748168 0.175457   0.18343232 0.19140763
 0.19938295 0.20735827 0.21533359 0.22330891 0.23128422 0.23925954
 0.24723486 0.25521018 0.2631855  0.27116081 0.27913613 0.28711145
 0.29508677 0.30306209 0.3110374  0.31901272 0.32698804 0.33496336
 0.34293868 0.35091399 0.35888931 0.36686463 0.37483995 0.38281527
 0.39079059 0.3987659  0.40674122 0.41471654 0.42269186 0.43066718
 0.43864249 0.44661781 0.45459313 0.46256845 0.47054377 0.47851908
 0.4864944  0.49446972 0.50244504 0.51042036 0.51839567 0.52637099
 0.53434631 0.54232163 0.55029695 0.55827226 0.56624758 0.5742229
 0.58219822 0.59017354 0.59814885 0.60612417 0.61409949 0.62207481
 0.63005013 0.63802545 0.64600076 0.65397608 0.6619514  0.66992672
 0.67790204 0.68587735 0.69385267 0.70182799 0.70980331 0.71777863
 0.72575394 0.73372926 0.74170458 0.7496799  0.75765522 0.76563053
 0.77360585 0.78158117 0.78955649 0.79753181]"
581,"[0.00796089 0.01592178 0.02388267 0.03184356 0.03980444 0.04776533
 0.05572622 0.06368711 0.071648   0.07960889 0.08756978 0.09553067
 0.10349155 0.11145244 0.11941333 0.12737422 0.13533511 0.143296
 0.15125689 0.15921778 0.16717866 0.17513955 0.18310044 0.19106133
 0.19902222 0.20698311 0.214944   0.22290489 0.23086578 0.23882666
 0.24678755 0.25474844 0.26270933 0.27067022 0.27863111 0.286592
 0.29455289 0.30251377 0.31047466 0.31843555 0.32639644 0.33435733
 0.34231822 0.35027911 0.35824    0.36620089 0.37416177 0.38212266
 0.39008355 0.39804444 0.40600533 0.41396622 0.42192711 0.429888
 0.43784888 0.44580977 0.45377066 0.46173155 0.46969244 0.47765333
 0.48561422 0.49357511 0.50153599 0.50949688 0.51745777 0.52541866
 0.53337955 0.54134044 0.54930133 0.55726222 0.56522311 0.57318399
 0.58114488 0.58910577 0.59706666 0.60502755 0.61298844 0.62094933
 0.62891022 0.6368711  0.64483199 0.65279288 0.66075377 0.66871466
 0.67667555 0.68463644 0.69259733 0.70055821 0.7085191  0.71647999
 0.72444088 0.73240177 0.74036266 0.74832355 0.75628444 0.76424533
 0.77220621 0.7801671  0.78812799 0.79608888]"
582,"[0.00794036 0.01588072 0.02382108 0.03176145 0.03970181 0.04764217
 0.05558253 0.06352289 0.07146325 0.07940362 0.08734398 0.09528434
 0.1032247  0.11116506 0.11910542 0.12704578 0.13498615 0.14292651
 0.15086687 0.15880723 0.16674759 0.17468795 0.18262832 0.19056868
 0.19850904 0.2064494  0.21438976 0.22233012 0.23027048 0.23821085
 0.24615121 0.25409157 0.26203193 0.26997229 0.27791265 0.28585302
 0.29379338 0.30173374 0.3096741  0.31761446 0.32555482 0.33349519
 0.34143555 0.34937591 0.35731627 0.36525663 0.37319699 0.38113735
 0.38907772 0.39701808 0.40495844 0.4128988  0.42083916 0.42877952
 0.43671989 0.44466025 0.45260061 0.46054097 0.46848133 0.47642169
 0.48436205 0.49230242 0.50024278 0.50818314 0.5161235  0.52406386
 0.53200422 0.53994459 0.54788495 0.55582531 0.56376567 0.57170603
 0.57964639 0.58758675 0.59552712 0.60346748 0.61140784 0.6193482
 0.62728856 0.63522892 0.64316929 0.65110965 0.65905001 0.66699037
 0.67493073 0.68287109 0.69081145 0.69875182 0.70669218 0.71463254
 0.7225729  0.73051326 0.73845362 0.74639399 0.75433435 0.76227471
 0.77021507 0.77815543 0.78609579 0.79403615]"
583,"[0.00792816 0.01585633 0.02378449 0.03171266 0.03964082 0.04756898
 0.05549715 0.06342531 0.07135348 0.07928164 0.0872098  0.09513797
 0.10306613 0.1109943  0.11892246 0.12685062 0.13477879 0.14270695
 0.15063512 0.15856328 0.16649144 0.17441961 0.18234777 0.19027593
 0.1982041  0.20613226 0.21406043 0.22198859 0.22991675 0.23784492
 0.24577308 0.25370125 0.26162941 0.26955757 0.27748574 0.2854139
 0.29334207 0.30127023 0.30919839 0.31712656 0.32505472 0.33298289
 0.34091105 0.34883921 0.35676738 0.36469554 0.37262371 0.38055187
 0.38848003 0.3964082  0.40433636 0.41226453 0.42019269 0.42812085
 0.43604902 0.44397718 0.45190535 0.45983351 0.46776167 0.47568984
 0.483618   0.49154616 0.49947433 0.50740249 0.51533066 0.52325882
 0.53118698 0.53911515 0.54704331 0.55497148 0.56289964 0.5708278
 0.57875597 0.58668413 0.5946123  0.60254046 0.61046862 0.61839679
 0.62632495 0.63425312 0.64218128 0.65010944 0.65803761 0.66596577
 0.67389394 0.6818221  0.68975026 0.69767843 0.70560659 0.71353476
 0.72146292 0.72939108 0.73731925 0.74524741 0.75317558 0.76110374
 0.7690319  0.77696007 0.78488823 0.79281639]"
