,Q
658,"[0.00726758 0.01453516 0.02180274 0.02907031 0.03633789 0.04360547
 0.05087305 0.05814063 0.06540821 0.07267579 0.07994336 0.08721094
 0.09447852 0.1017461  0.10901368 0.11628126 0.12354884 0.13081641
 0.13808399 0.14535157 0.15261915 0.15988673 0.16715431 0.17442189
 0.18168946 0.18895704 0.19622462 0.2034922  0.21075978 0.21802736
 0.22529494 0.23256251 0.23983009 0.24709767 0.25436525 0.26163283
 0.26890041 0.27616799 0.28343556 0.29070314 0.29797072 0.3052383
 0.31250588 0.31977346 0.32704104 0.33430861 0.34157619 0.34884377
 0.35611135 0.36337893 0.37064651 0.37791409 0.38518166 0.39244924
 0.39971682 0.4069844  0.41425198 0.42151956 0.42878714 0.43605471
 0.44332229 0.45058987 0.45785745 0.46512503 0.47239261 0.47966019
 0.48692776 0.49419534 0.50146292 0.5087305  0.51599808 0.52326566
 0.53053324 0.53780081 0.54506839 0.55233597 0.55960355 0.56687113
 0.57413871 0.58140629 0.58867386 0.59594144 0.60320902 0.6104766
 0.61774418 0.62501176 0.63227934 0.63954691 0.64681449 0.65408207
 0.66134965 0.66861723 0.67588481 0.68315239 0.69041996 0.69768754
 0.70495512 0.7122227  0.71949028 0.72675786]"
659,"[0.00727288 0.01454576 0.02181864 0.02909152 0.0363644  0.04363729
 0.05091017 0.05818305 0.06545593 0.07272881 0.08000169 0.08727457
 0.09454745 0.10182033 0.10909321 0.11636609 0.12363897 0.13091186
 0.13818474 0.14545762 0.1527305  0.16000338 0.16727626 0.17454914
 0.18182202 0.1890949  0.19636778 0.20364066 0.21091355 0.21818643
 0.22545931 0.23273219 0.24000507 0.24727795 0.25455083 0.26182371
 0.26909659 0.27636947 0.28364235 0.29091523 0.29818812 0.305461
 0.31273388 0.32000676 0.32727964 0.33455252 0.3418254  0.34909828
 0.35637116 0.36364404 0.37091692 0.3781898  0.38546269 0.39273557
 0.40000845 0.40728133 0.41455421 0.42182709 0.42909997 0.43637285
 0.44364573 0.45091861 0.45819149 0.46546438 0.47273726 0.48001014
 0.48728302 0.4945559  0.50182878 0.50910166 0.51637454 0.52364742
 0.5309203  0.53819318 0.54546606 0.55273895 0.56001183 0.56728471
 0.57455759 0.58183047 0.58910335 0.59637623 0.60364911 0.61092199
 0.61819487 0.62546775 0.63274064 0.64001352 0.6472864  0.65455928
 0.66183216 0.66910504 0.67637792 0.6836508  0.69092368 0.69819656
 0.70546944 0.71274232 0.72001521 0.72728809]"
660,"[0.00727651 0.01455302 0.02182953 0.02910604 0.03638255 0.04365906
 0.05093557 0.05821209 0.0654886  0.07276511 0.08004162 0.08731813
 0.09459464 0.10187115 0.10914766 0.11642417 0.12370068 0.13097719
 0.1382537  0.14553021 0.15280672 0.16008324 0.16735975 0.17463626
 0.18191277 0.18918928 0.19646579 0.2037423  0.21101881 0.21829532
 0.22557183 0.23284834 0.24012485 0.24740136 0.25467787 0.26195438
 0.2692309  0.27650741 0.28378392 0.29106043 0.29833694 0.30561345
 0.31288996 0.32016647 0.32744298 0.33471949 0.341996   0.34927251
 0.35654902 0.36382553 0.37110205 0.37837856 0.38565507 0.39293158
 0.40020809 0.4074846  0.41476111 0.42203762 0.42931413 0.43659064
 0.44386715 0.45114366 0.45842017 0.46569668 0.47297319 0.48024971
 0.48752622 0.49480273 0.50207924 0.50935575 0.51663226 0.52390877
 0.53118528 0.53846179 0.5457383  0.55301481 0.56029132 0.56756783
 0.57484434 0.58212086 0.58939737 0.59667388 0.60395039 0.6112269
 0.61850341 0.62577992 0.63305643 0.64033294 0.64760945 0.65488596
 0.66216247 0.66943898 0.67671549 0.683992   0.69126852 0.69854503
 0.70582154 0.71309805 0.72037456 0.72765107]"
661,"[0.00727858 0.01455716 0.02183574 0.02911432 0.0363929  0.04367148
 0.05095006 0.05822863 0.06550721 0.07278579 0.08006437 0.08734295
 0.09462153 0.10190011 0.10917869 0.11645727 0.12373585 0.13101443
 0.13829301 0.14557159 0.15285017 0.16012874 0.16740732 0.1746859
 0.18196448 0.18924306 0.19652164 0.20380022 0.2110788  0.21835738
 0.22563596 0.23291454 0.24019312 0.2474717  0.25475028 0.26202886
 0.26930743 0.27658601 0.28386459 0.29114317 0.29842175 0.30570033
 0.31297891 0.32025749 0.32753607 0.33481465 0.34209323 0.34937181
 0.35665039 0.36392897 0.37120754 0.37848612 0.3857647  0.39304328
 0.40032186 0.40760044 0.41487902 0.4221576  0.42943618 0.43671476
 0.44399334 0.45127192 0.4585505  0.46582908 0.47310766 0.48038623
 0.48766481 0.49494339 0.50222197 0.50950055 0.51677913 0.52405771
 0.53133629 0.53861487 0.54589345 0.55317203 0.56045061 0.56772919
 0.57500777 0.58228634 0.58956492 0.5968435  0.60412208 0.61140066
 0.61867924 0.62595782 0.6332364  0.64051498 0.64779356 0.65507214
 0.66235072 0.6696293  0.67690788 0.68418646 0.69146503 0.69874361
 0.70602219 0.71330077 0.72057935 0.72785793]"
662,"[0.00727904 0.01455808 0.02183711 0.02911615 0.03639519 0.04367423
 0.05095327 0.0582323  0.06551134 0.07279038 0.08006942 0.08734846
 0.0946275  0.10190653 0.10918557 0.11646461 0.12374365 0.13102269
 0.13830172 0.14558076 0.1528598  0.16013884 0.16741788 0.17469691
 0.18197595 0.18925499 0.19653403 0.20381307 0.21109211 0.21837114
 0.22565018 0.23292922 0.24020826 0.2474873  0.25476633 0.26204537
 0.26932441 0.27660345 0.28388249 0.29116152 0.29844056 0.3057196
 0.31299864 0.32027768 0.32755671 0.33483575 0.34211479 0.34939383
 0.35667287 0.36395191 0.37123094 0.37850998 0.38578902 0.39306806
 0.4003471  0.40762613 0.41490517 0.42218421 0.42946325 0.43674229
 0.44402132 0.45130036 0.4585794  0.46585844 0.47313748 0.48041652
 0.48769555 0.49497459 0.50225363 0.50953267 0.51681171 0.52409074
 0.53136978 0.53864882 0.54592786 0.5532069  0.56048593 0.56776497
 0.57504401 0.58232305 0.58960209 0.59688112 0.60416016 0.6114392
 0.61871824 0.62599728 0.63327632 0.64055535 0.64783439 0.65511343
 0.66239247 0.66967151 0.67695054 0.68422958 0.69150862 0.69878766
 0.7060667  0.71334573 0.72062477 0.72790381]"
663,"[0.00727662 0.01455324 0.02182987 0.02910649 0.03638311 0.04365973
 0.05093635 0.05821297 0.0654896  0.07276622 0.08004284 0.08731946
 0.09459608 0.1018727  0.10914933 0.11642595 0.12370257 0.13097919
 0.13825581 0.14553243 0.15280906 0.16008568 0.1673623  0.17463892
 0.18191554 0.18919216 0.19646879 0.20374541 0.21102203 0.21829865
 0.22557527 0.23285189 0.24012852 0.24740514 0.25468176 0.26195838
 0.269235   0.27651163 0.28378825 0.29106487 0.29834149 0.30561811
 0.31289473 0.32017136 0.32744798 0.3347246  0.34200122 0.34927784
 0.35655446 0.36383109 0.37110771 0.37838433 0.38566095 0.39293757
 0.40021419 0.40749082 0.41476744 0.42204406 0.42932068 0.4365973
 0.44387392 0.45115055 0.45842717 0.46570379 0.47298041 0.48025703
 0.48753366 0.49481028 0.5020869  0.50936352 0.51664014 0.52391676
 0.53119339 0.53847001 0.54574663 0.55302325 0.56029987 0.56757649
 0.57485312 0.58212974 0.58940636 0.59668298 0.6039596  0.61123622
 0.61851285 0.62578947 0.63306609 0.64034271 0.64761933 0.65489595
 0.66217258 0.6694492  0.67672582 0.68400244 0.69127906 0.69855568
 0.70583231 0.71310893 0.72038555 0.72766217]"
664,"[0.00727435 0.01454871 0.02182306 0.02909741 0.03637177 0.04364612
 0.05092047 0.05819483 0.06546918 0.07274354 0.08001789 0.08729224
 0.0945666  0.10184095 0.1091153  0.11638966 0.12366401 0.13093836
 0.13821272 0.14548707 0.15276142 0.16003578 0.16731013 0.17458448
 0.18185884 0.18913319 0.19640754 0.2036819  0.21095625 0.21823061
 0.22550496 0.23277931 0.24005367 0.24732802 0.25460237 0.26187673
 0.26915108 0.27642543 0.28369979 0.29097414 0.29824849 0.30552285
 0.3127972  0.32007155 0.32734591 0.33462026 0.34189461 0.34916897
 0.35644332 0.36371768 0.37099203 0.37826638 0.38554074 0.39281509
 0.40008944 0.4073638  0.41463815 0.4219125  0.42918686 0.43646121
 0.44373556 0.45100992 0.45828427 0.46555862 0.47283298 0.48010733
 0.48738169 0.49465604 0.50193039 0.50920475 0.5164791  0.52375345
 0.53102781 0.53830216 0.54557651 0.55285087 0.56012522 0.56739957
 0.57467393 0.58194828 0.58922263 0.59649699 0.60377134 0.61104569
 0.61832005 0.6255944  0.63286876 0.64014311 0.64741746 0.65469182
 0.66196617 0.66924052 0.67651488 0.68378923 0.69106358 0.69833794
 0.70561229 0.71288664 0.720161   0.72743535]"
665,"[0.00724546 0.01449092 0.02173638 0.02898184 0.0362273  0.04347275
 0.05071821 0.05796367 0.06520913 0.07245459 0.07970005 0.08694551
 0.09419097 0.10143643 0.10868189 0.11592734 0.1231728  0.13041826
 0.13766372 0.14490918 0.15215464 0.1594001  0.16664556 0.17389102
 0.18113648 0.18838194 0.19562739 0.20287285 0.21011831 0.21736377
 0.22460923 0.23185469 0.23910015 0.24634561 0.25359107 0.26083653
 0.26808199 0.27532744 0.2825729  0.28981836 0.29706382 0.30430928
 0.31155474 0.3188002  0.32604566 0.33329112 0.34053658 0.34778203
 0.35502749 0.36227295 0.36951841 0.37676387 0.38400933 0.39125479
 0.39850025 0.40574571 0.41299117 0.42023663 0.42748208 0.43472754
 0.441973   0.44921846 0.45646392 0.46370938 0.47095484 0.4782003
 0.48544576 0.49269122 0.49993667 0.50718213 0.51442759 0.52167305
 0.52891851 0.53616397 0.54340943 0.55065489 0.55790035 0.56514581
 0.57239127 0.57963672 0.58688218 0.59412764 0.6013731  0.60861856
 0.61586402 0.62310948 0.63035494 0.6376004  0.64484586 0.65209131
 0.65933677 0.66658223 0.67382769 0.68107315 0.68831861 0.69556407
 0.70280953 0.71005499 0.71730045 0.72454591]"
666,"[0.00715872 0.01431744 0.02147616 0.02863488 0.0357936  0.04295232
 0.05011104 0.05726977 0.06442849 0.07158721 0.07874593 0.08590465
 0.09306337 0.10022209 0.10738081 0.11453953 0.12169825 0.12885697
 0.13601569 0.14317441 0.15033313 0.15749185 0.16465058 0.1718093
 0.17896802 0.18612674 0.19328546 0.20044418 0.2076029  0.21476162
 0.22192034 0.22907906 0.23623778 0.2433965  0.25055522 0.25771394
 0.26487266 0.27203139 0.27919011 0.28634883 0.29350755 0.30066627
 0.30782499 0.31498371 0.32214243 0.32930115 0.33645987 0.34361859
 0.35077731 0.35793603 0.36509475 0.37225347 0.3794122  0.38657092
 0.39372964 0.40088836 0.40804708 0.4152058  0.42236452 0.42952324
 0.43668196 0.44384068 0.4509994  0.45815812 0.46531684 0.47247556
 0.47963428 0.48679301 0.49395173 0.50111045 0.50826917 0.51542789
 0.52258661 0.52974533 0.53690405 0.54406277 0.55122149 0.55838021
 0.56553893 0.57269765 0.57985637 0.58701509 0.59417382 0.60133254
 0.60849126 0.61564998 0.6228087  0.62996742 0.63712614 0.64428486
 0.65144358 0.6586023  0.66576102 0.67291974 0.68007846 0.68723718
 0.6943959  0.70155463 0.70871335 0.71587207]"
667,"[0.00709346 0.01418692 0.02128037 0.02837383 0.03546729 0.04256075
 0.04965421 0.05674766 0.06384112 0.07093458 0.07802804 0.0851215
 0.09221496 0.09930841 0.10640187 0.11349533 0.12058879 0.12768225
 0.1347757  0.14186916 0.14896262 0.15605608 0.16314954 0.17024299
 0.17733645 0.18442991 0.19152337 0.19861683 0.20571029 0.21280374
 0.2198972  0.22699066 0.23408412 0.24117758 0.24827103 0.25536449
 0.26245795 0.26955141 0.27664487 0.28373832 0.29083178 0.29792524
 0.3050187  0.31211216 0.31920562 0.32629907 0.33339253 0.34048599
 0.34757945 0.35467291 0.36176636 0.36885982 0.37595328 0.38304674
 0.3901402  0.39723365 0.40432711 0.41142057 0.41851403 0.42560749
 0.43270095 0.4397944  0.44688786 0.45398132 0.46107478 0.46816824
 0.47526169 0.48235515 0.48944861 0.49654207 0.50363553 0.51072898
 0.51782244 0.5249159  0.53200936 0.53910282 0.54619628 0.55328973
 0.56038319 0.56747665 0.57457011 0.58166357 0.58875702 0.59585048
 0.60294394 0.6100374  0.61713086 0.62422431 0.63131777 0.63841123
 0.64550469 0.65259815 0.65969161 0.66678506 0.67387852 0.68097198
 0.68806544 0.6951589  0.70225235 0.70934581]"
668,"[0.00727785 0.0145557  0.02183355 0.0291114  0.03638925 0.0436671
 0.05094495 0.0582228  0.06550065 0.0727785  0.08005635 0.0873342
 0.09461205 0.1018899  0.10916774 0.11644559 0.12372344 0.13100129
 0.13827914 0.14555699 0.15283484 0.16011269 0.16739054 0.17466839
 0.18194624 0.18922409 0.19650194 0.20377979 0.21105764 0.21833549
 0.22561334 0.23289119 0.24016904 0.24744689 0.25472474 0.26200259
 0.26928044 0.27655829 0.28383614 0.29111399 0.29839184 0.30566969
 0.31294754 0.32022539 0.32750323 0.33478108 0.34205893 0.34933678
 0.35661463 0.36389248 0.37117033 0.37844818 0.38572603 0.39300388
 0.40028173 0.40755958 0.41483743 0.42211528 0.42939313 0.43667098
 0.44394883 0.45122668 0.45850453 0.46578238 0.47306023 0.48033808
 0.48761593 0.49489378 0.50217163 0.50944948 0.51672733 0.52400518
 0.53128303 0.53856088 0.54583872 0.55311657 0.56039442 0.56767227
 0.57495012 0.58222797 0.58950582 0.59678367 0.60406152 0.61133937
 0.61861722 0.62589507 0.63317292 0.64045077 0.64772862 0.65500647
 0.66228432 0.66956217 0.67684002 0.68411787 0.69139572 0.69867357
 0.70595142 0.71322927 0.72050712 0.72778497]"
669,"[0.00728197 0.01456395 0.02184592 0.02912789 0.03640986 0.04369184
 0.05097381 0.05825578 0.06553776 0.07281973 0.0801017  0.08738368
 0.09466565 0.10194762 0.10922959 0.11651157 0.12379354 0.13107551
 0.13835749 0.14563946 0.15292143 0.16020341 0.16748538 0.17476735
 0.18204932 0.1893313  0.19661327 0.20389524 0.21117722 0.21845919
 0.22574116 0.23302314 0.24030511 0.24758708 0.25486905 0.26215103
 0.269433   0.27671497 0.28399695 0.29127892 0.29856089 0.30584286
 0.31312484 0.32040681 0.32768878 0.33497076 0.34225273 0.3495347
 0.35681668 0.36409865 0.37138062 0.37866259 0.38594457 0.39322654
 0.40050851 0.40779049 0.41507246 0.42235443 0.42963641 0.43691838
 0.44420035 0.45148232 0.4587643  0.46604627 0.47332824 0.48061022
 0.48789219 0.49517416 0.50245614 0.50973811 0.51702008 0.52430205
 0.53158403 0.538866   0.54614797 0.55342995 0.56071192 0.56799389
 0.57527587 0.58255784 0.58983981 0.59712178 0.60440376 0.61168573
 0.6189677  0.62624968 0.63353165 0.64081362 0.64809559 0.65537757
 0.66265954 0.66994151 0.67722349 0.68450546 0.69178743 0.69906941
 0.70635138 0.71363335 0.72091532 0.7281973 ]"
670,"[0.00727654 0.01455308 0.02182962 0.02910616 0.0363827  0.04365924
 0.05093578 0.05821232 0.06548886 0.0727654  0.08004194 0.08731848
 0.09459502 0.10187156 0.1091481  0.11642464 0.12370118 0.13097772
 0.13825426 0.1455308  0.15280734 0.16008388 0.16736042 0.17463696
 0.1819135  0.18919004 0.19646658 0.20374313 0.21101967 0.21829621
 0.22557275 0.23284929 0.24012583 0.24740237 0.25467891 0.26195545
 0.26923199 0.27650853 0.28378507 0.29106161 0.29833815 0.30561469
 0.31289123 0.32016777 0.32744431 0.33472085 0.34199739 0.34927393
 0.35655047 0.36382701 0.37110355 0.37838009 0.38565663 0.39293317
 0.40020971 0.40748625 0.41476279 0.42203933 0.42931587 0.43659241
 0.44386895 0.45114549 0.45842203 0.46569857 0.47297511 0.48025165
 0.48752819 0.49480473 0.50208127 0.50935781 0.51663435 0.52391089
 0.53118743 0.53846397 0.54574051 0.55301705 0.56029359 0.56757013
 0.57484667 0.58212321 0.58939975 0.59667629 0.60395284 0.61122938
 0.61850592 0.62578246 0.633059   0.64033554 0.64761208 0.65488862
 0.66216516 0.6694417  0.67671824 0.68399478 0.69127132 0.69854786
 0.7058244  0.71310094 0.72037748 0.72765402]"
671,"[0.00706045 0.01412091 0.02118136 0.02824182 0.03530227 0.04236273
 0.04942318 0.05648363 0.06354409 0.07060454 0.077665   0.08472545
 0.09178591 0.09884636 0.10590681 0.11296727 0.12002772 0.12708818
 0.13414863 0.14120908 0.14826954 0.15532999 0.16239045 0.1694509
 0.17651136 0.18357181 0.19063226 0.19769272 0.20475317 0.21181363
 0.21887408 0.22593454 0.23299499 0.24005544 0.2471159  0.25417635
 0.26123681 0.26829726 0.27535772 0.28241817 0.28947862 0.29653908
 0.30359953 0.31065999 0.31772044 0.32478089 0.33184135 0.3389018
 0.34596226 0.35302271 0.36008317 0.36714362 0.37420407 0.38126453
 0.38832498 0.39538544 0.40244589 0.40950635 0.4165668  0.42362725
 0.43068771 0.43774816 0.44480862 0.45186907 0.45892953 0.46598998
 0.47305043 0.48011089 0.48717134 0.4942318  0.50129225 0.5083527
 0.51541316 0.52247361 0.52953407 0.53659452 0.54365498 0.55071543
 0.55777588 0.56483634 0.57189679 0.57895725 0.5860177  0.59307816
 0.60013861 0.60719906 0.61425952 0.62131997 0.62838043 0.63544088
 0.64250134 0.64956179 0.65662224 0.6636827  0.67074315 0.67780361
 0.68486406 0.69192451 0.69898497 0.70604542]"
672,"[0.00698449 0.01396898 0.02095347 0.02793795 0.03492244 0.04190693
 0.04889142 0.05587591 0.0628604  0.06984488 0.07682937 0.08381386
 0.09079835 0.09778284 0.10476733 0.11175181 0.1187363  0.12572079
 0.13270528 0.13968977 0.14667426 0.15365874 0.16064323 0.16762772
 0.17461221 0.1815967  0.18858119 0.19556567 0.20255016 0.20953465
 0.21651914 0.22350363 0.23048812 0.2374726  0.24445709 0.25144158
 0.25842607 0.26541056 0.27239505 0.27937953 0.28636402 0.29334851
 0.300333   0.30731749 0.31430198 0.32128646 0.32827095 0.33525544
 0.34223993 0.34922442 0.35620891 0.36319339 0.37017788 0.37716237
 0.38414686 0.39113135 0.39811584 0.40510032 0.41208481 0.4190693
 0.42605379 0.43303828 0.44002277 0.44700725 0.45399174 0.46097623
 0.46796072 0.47494521 0.4819297  0.48891419 0.49589867 0.50288316
 0.50986765 0.51685214 0.52383663 0.53082112 0.5378056  0.54479009
 0.55177458 0.55875907 0.56574356 0.57272805 0.57971253 0.58669702
 0.59368151 0.600666   0.60765049 0.61463498 0.62161946 0.62860395
 0.63558844 0.64257293 0.64955742 0.65654191 0.66352639 0.67051088
 0.67749537 0.68447986 0.69146435 0.69844884]"
673,"[0.00699637 0.01399274 0.02098911 0.02798548 0.03498185 0.04197822
 0.04897459 0.05597096 0.06296733 0.0699637  0.07696007 0.08395643
 0.0909528  0.09794917 0.10494554 0.11194191 0.11893828 0.12593465
 0.13293102 0.13992739 0.14692376 0.15392013 0.1609165  0.16791287
 0.17490924 0.18190561 0.18890198 0.19589835 0.20289472 0.20989109
 0.21688746 0.22388383 0.2308802  0.23787657 0.24487293 0.2518693
 0.25886567 0.26586204 0.27285841 0.27985478 0.28685115 0.29384752
 0.30084389 0.30784026 0.31483663 0.321833   0.32882937 0.33582574
 0.34282211 0.34981848 0.35681485 0.36381122 0.37080759 0.37780396
 0.38480033 0.3917967  0.39879307 0.40578943 0.4127858  0.41978217
 0.42677854 0.43377491 0.44077128 0.44776765 0.45476402 0.46176039
 0.46875676 0.47575313 0.4827495  0.48974587 0.49674224 0.50373861
 0.51073498 0.51773135 0.52472772 0.53172409 0.53872046 0.54571683
 0.5527132  0.55970956 0.56670593 0.5737023  0.58069867 0.58769504
 0.59469141 0.60168778 0.60868415 0.61568052 0.62267689 0.62967326
 0.63666963 0.643666   0.65066237 0.65765874 0.66465511 0.67165148
 0.67864785 0.68564422 0.69264059 0.69963696]"
674,"[0.00695607 0.01391215 0.02086822 0.02782429 0.03478037 0.04173644
 0.04869251 0.05564859 0.06260466 0.06956073 0.07651681 0.08347288
 0.09042896 0.09738503 0.1043411  0.11129718 0.11825325 0.12520932
 0.1321654  0.13912147 0.14607754 0.15303362 0.15998969 0.16694576
 0.17390184 0.18085791 0.18781398 0.19477006 0.20172613 0.2086822
 0.21563828 0.22259435 0.22955042 0.2365065  0.24346257 0.25041865
 0.25737472 0.26433079 0.27128687 0.27824294 0.28519901 0.29215509
 0.29911116 0.30606723 0.31302331 0.31997938 0.32693545 0.33389153
 0.3408476  0.34780367 0.35475975 0.36171582 0.36867189 0.37562797
 0.38258404 0.38954011 0.39649619 0.40345226 0.41040834 0.41736441
 0.42432048 0.43127656 0.43823263 0.4451887  0.45214478 0.45910085
 0.46605692 0.473013   0.47996907 0.48692514 0.49388122 0.50083729
 0.50779336 0.51474944 0.52170551 0.52866158 0.53561766 0.54257373
 0.5495298  0.55648588 0.56344195 0.57039802 0.5773541  0.58431017
 0.59126625 0.59822232 0.60517839 0.61213447 0.61909054 0.62604661
 0.63300269 0.63995876 0.64691483 0.65387091 0.66082698 0.66778305
 0.67473913 0.6816952  0.68865127 0.69560735]"
675,"[0.00694766 0.01389532 0.02084297 0.02779063 0.03473829 0.04168595
 0.04863361 0.05558127 0.06252892 0.06947658 0.07642424 0.0833719
 0.09031956 0.09726722 0.10421487 0.11116253 0.11811019 0.12505785
 0.13200551 0.13895317 0.14590082 0.15284848 0.15979614 0.1667438
 0.17369146 0.18063912 0.18758677 0.19453443 0.20148209 0.20842975
 0.21537741 0.22232507 0.22927272 0.23622038 0.24316804 0.2501157
 0.25706336 0.26401101 0.27095867 0.27790633 0.28485399 0.29180165
 0.29874931 0.30569696 0.31264462 0.31959228 0.32653994 0.3334876
 0.34043526 0.34738291 0.35433057 0.36127823 0.36822589 0.37517355
 0.38212121 0.38906886 0.39601652 0.40296418 0.40991184 0.4168595
 0.42380716 0.43075481 0.43770247 0.44465013 0.45159779 0.45854545
 0.46549311 0.47244076 0.47938842 0.48633608 0.49328374 0.5002314
 0.50717905 0.51412671 0.52107437 0.52802203 0.53496969 0.54191735
 0.548865   0.55581266 0.56276032 0.56970798 0.57665564 0.5836033
 0.59055095 0.59749861 0.60444627 0.61139393 0.61834159 0.62528925
 0.6322369  0.63918456 0.64613222 0.65307988 0.66002754 0.6669752
 0.67392285 0.68087051 0.68781817 0.69476583]"
676,"[0.00693151 0.01386302 0.02079453 0.02772604 0.03465755 0.04158906
 0.04852057 0.05545208 0.06238359 0.0693151  0.07624661 0.08317812
 0.09010963 0.09704114 0.10397265 0.11090416 0.11783567 0.12476717
 0.13169868 0.13863019 0.1455617  0.15249321 0.15942472 0.16635623
 0.17328774 0.18021925 0.18715076 0.19408227 0.20101378 0.20794529
 0.2148768  0.22180831 0.22873982 0.23567133 0.24260284 0.24953435
 0.25646586 0.26339737 0.27032888 0.27726039 0.2841919  0.29112341
 0.29805492 0.30498643 0.31191794 0.31884945 0.32578096 0.33271247
 0.33964398 0.34657549 0.353507   0.36043851 0.36737002 0.37430152
 0.38123303 0.38816454 0.39509605 0.40202756 0.40895907 0.41589058
 0.42282209 0.4297536  0.43668511 0.44361662 0.45054813 0.45747964
 0.46441115 0.47134266 0.47827417 0.48520568 0.49213719 0.4990687
 0.50600021 0.51293172 0.51986323 0.52679474 0.53372625 0.54065776
 0.54758927 0.55452078 0.56145229 0.5683838  0.57531531 0.58224682
 0.58917833 0.59610984 0.60304135 0.60997286 0.61690436 0.62383587
 0.63076738 0.63769889 0.6446304  0.65156191 0.65849342 0.66542493
 0.67235644 0.67928795 0.68621946 0.69315097]"
677,"[0.00714939 0.01429878 0.02144817 0.02859756 0.03574695 0.04289634
 0.05004572 0.05719511 0.0643445  0.07149389 0.07864328 0.08579267
 0.09294206 0.10009145 0.10724084 0.11439023 0.12153962 0.12868901
 0.1358384  0.14298779 0.15013717 0.15728656 0.16443595 0.17158534
 0.17873473 0.18588412 0.19303351 0.2001829  0.20733229 0.21448168
 0.22163107 0.22878046 0.23592985 0.24307923 0.25022862 0.25737801
 0.2645274  0.27167679 0.27882618 0.28597557 0.29312496 0.30027435
 0.30742374 0.31457313 0.32172252 0.32887191 0.3360213  0.34317068
 0.35032007 0.35746946 0.36461885 0.37176824 0.37891763 0.38606702
 0.39321641 0.4003658  0.40751519 0.41466458 0.42181397 0.42896336
 0.43611275 0.44326213 0.45041152 0.45756091 0.4647103  0.47185969
 0.47900908 0.48615847 0.49330786 0.50045725 0.50760664 0.51475603
 0.52190542 0.52905481 0.53620419 0.54335358 0.55050297 0.55765236
 0.56480175 0.57195114 0.57910053 0.58624992 0.59339931 0.6005487
 0.60769809 0.61484748 0.62199687 0.62914626 0.63629564 0.64344503
 0.65059442 0.65774381 0.6648932  0.67204259 0.67919198 0.68634137
 0.69349076 0.70064015 0.70778954 0.71493893]"
678,"[0.0071618  0.0143236  0.02148541 0.02864721 0.03580901 0.04297081
 0.05013261 0.05729442 0.06445622 0.07161802 0.07877982 0.08594162
 0.09310343 0.10026523 0.10742703 0.11458883 0.12175063 0.12891244
 0.13607424 0.14323604 0.15039784 0.15755964 0.16472145 0.17188325
 0.17904505 0.18620685 0.19336865 0.20053046 0.20769226 0.21485406
 0.22201586 0.22917766 0.23633947 0.24350127 0.25066307 0.25782487
 0.26498667 0.27214848 0.27931028 0.28647208 0.29363388 0.30079568
 0.30795749 0.31511929 0.32228109 0.32944289 0.33660469 0.3437665
 0.3509283  0.3580901  0.3652519  0.3724137  0.37957551 0.38673731
 0.39389911 0.40106091 0.40822271 0.41538452 0.42254632 0.42970812
 0.43686992 0.44403172 0.45119353 0.45835533 0.46551713 0.47267893
 0.47984073 0.48700254 0.49416434 0.50132614 0.50848794 0.51564974
 0.52281155 0.52997335 0.53713515 0.54429695 0.55145875 0.55862056
 0.56578236 0.57294416 0.58010596 0.58726776 0.59442957 0.60159137
 0.60875317 0.61591497 0.62307677 0.63023858 0.63740038 0.64456218
 0.65172398 0.65888578 0.66604759 0.67320939 0.68037119 0.68753299
 0.69469479 0.7018566  0.7090184  0.7161802 ]"
679,"[0.00716373 0.01432747 0.0214912  0.02865493 0.03581867 0.0429824
 0.05014613 0.05730986 0.0644736  0.07163733 0.07880106 0.0859648
 0.09312853 0.10029226 0.107456   0.11461973 0.12178346 0.12894719
 0.13611093 0.14327466 0.15043839 0.15760213 0.16476586 0.17192959
 0.17909333 0.18625706 0.19342079 0.20058453 0.20774826 0.21491199
 0.22207572 0.22923946 0.23640319 0.24356692 0.25073066 0.25789439
 0.26505812 0.27222186 0.27938559 0.28654932 0.29371306 0.30087679
 0.30804052 0.31520425 0.32236799 0.32953172 0.33669545 0.34385919
 0.35102292 0.35818665 0.36535039 0.37251412 0.37967785 0.38684158
 0.39400532 0.40116905 0.40833278 0.41549652 0.42266025 0.42982398
 0.43698772 0.44415145 0.45131518 0.45847892 0.46564265 0.47280638
 0.47997011 0.48713385 0.49429758 0.50146131 0.50862505 0.51578878
 0.52295251 0.53011625 0.53727998 0.54444371 0.55160744 0.55877118
 0.56593491 0.57309864 0.58026238 0.58742611 0.59458984 0.60175358
 0.60891731 0.61608104 0.62324478 0.63040851 0.63757224 0.64473597
 0.65189971 0.65906344 0.66622717 0.67339091 0.68055464 0.68771837
 0.69488211 0.70204584 0.70920957 0.71637331]"
