,Q
733,"[0.00552579 0.01105158 0.01657736 0.02210315 0.02762894 0.03315473
 0.03868051 0.0442063  0.04973209 0.05525788 0.06078367 0.06630945
 0.07183524 0.07736103 0.08288682 0.0884126  0.09393839 0.09946418
 0.10498997 0.11051576 0.11604154 0.12156733 0.12709312 0.13261891
 0.1381447  0.14367048 0.14919627 0.15472206 0.16024785 0.16577363
 0.17129942 0.17682521 0.182351   0.18787679 0.19340257 0.19892836
 0.20445415 0.20997994 0.21550572 0.22103151 0.2265573  0.23208309
 0.23760888 0.24313466 0.24866045 0.25418624 0.25971203 0.26523781
 0.2707636  0.27628939 0.28181518 0.28734097 0.29286675 0.29839254
 0.30391833 0.30944412 0.3149699  0.32049569 0.32602148 0.33154727
 0.33707306 0.34259884 0.34812463 0.35365042 0.35917621 0.36470199
 0.37022778 0.37575357 0.38127936 0.38680515 0.39233093 0.39785672
 0.40338251 0.4089083  0.41443409 0.41995987 0.42548566 0.43101145
 0.43653724 0.44206302 0.44758881 0.4531146  0.45864039 0.46416618
 0.46969196 0.47521775 0.48074354 0.48626933 0.49179511 0.4973209
 0.50284669 0.50837248 0.51389827 0.51942405 0.52494984 0.53047563
 0.53600142 0.5415272  0.54705299 0.55257878]"
734,"[0.00551886 0.01103772 0.01655659 0.02207545 0.02759431 0.03311317
 0.03863203 0.04415089 0.04966976 0.05518862 0.06070748 0.06622634
 0.0717452  0.07726406 0.08278293 0.08830179 0.09382065 0.09933951
 0.10485837 0.11037724 0.1158961  0.12141496 0.12693382 0.13245268
 0.13797154 0.14349041 0.14900927 0.15452813 0.16004699 0.16556585
 0.17108471 0.17660358 0.18212244 0.1876413  0.19316016 0.19867902
 0.20419789 0.20971675 0.21523561 0.22075447 0.22627333 0.23179219
 0.23731106 0.24282992 0.24834878 0.25386764 0.2593865  0.26490536
 0.27042423 0.27594309 0.28146195 0.28698081 0.29249967 0.29801854
 0.3035374  0.30905626 0.31457512 0.32009398 0.32561284 0.33113171
 0.33665057 0.34216943 0.34768829 0.35320715 0.35872601 0.36424488
 0.36976374 0.3752826  0.38080146 0.38632032 0.39183919 0.39735805
 0.40287691 0.40839577 0.41391463 0.41943349 0.42495236 0.43047122
 0.43599008 0.44150894 0.4470278  0.45254666 0.45806553 0.46358439
 0.46910325 0.47462211 0.48014097 0.48565984 0.4911787  0.49669756
 0.50221642 0.50773528 0.51325414 0.51877301 0.52429187 0.52981073
 0.53532959 0.54084845 0.54636731 0.55188618]"
735,"[0.00558431 0.01116862 0.01675293 0.02233724 0.02792155 0.03350586
 0.03909017 0.04467448 0.0502588  0.05584311 0.06142742 0.06701173
 0.07259604 0.07818035 0.08376466 0.08934897 0.09493328 0.10051759
 0.1061019  0.11168621 0.11727052 0.12285483 0.12843914 0.13402345
 0.13960777 0.14519208 0.15077639 0.1563607  0.16194501 0.16752932
 0.17311363 0.17869794 0.18428225 0.18986656 0.19545087 0.20103518
 0.20661949 0.2122038  0.21778811 0.22337242 0.22895674 0.23454105
 0.24012536 0.24570967 0.25129398 0.25687829 0.2624626  0.26804691
 0.27363122 0.27921553 0.28479984 0.29038415 0.29596846 0.30155277
 0.30713708 0.31272139 0.31830571 0.32389002 0.32947433 0.33505864
 0.34064295 0.34622726 0.35181157 0.35739588 0.36298019 0.3685645
 0.37414881 0.37973312 0.38531743 0.39090174 0.39648605 0.40207036
 0.40765468 0.41323899 0.4188233  0.42440761 0.42999192 0.43557623
 0.44116054 0.44674485 0.45232916 0.45791347 0.46349778 0.46908209
 0.4746664  0.48025071 0.48583502 0.49141933 0.49700364 0.50258796
 0.50817227 0.51375658 0.51934089 0.5249252  0.53050951 0.53609382
 0.54167813 0.54726244 0.55284675 0.55843106]"
736,"[0.00541238 0.01082476 0.01623714 0.02164952 0.0270619  0.03247428
 0.03788666 0.04329904 0.04871142 0.0541238  0.05953618 0.06494857
 0.07036095 0.07577333 0.08118571 0.08659809 0.09201047 0.09742285
 0.10283523 0.10824761 0.11365999 0.11907237 0.12448475 0.12989713
 0.13530951 0.14072189 0.14613427 0.15154665 0.15695903 0.16237141
 0.16778379 0.17319617 0.17860855 0.18402093 0.18943332 0.1948457
 0.20025808 0.20567046 0.21108284 0.21649522 0.2219076  0.22731998
 0.23273236 0.23814474 0.24355712 0.2489695  0.25438188 0.25979426
 0.26520664 0.27061902 0.2760314  0.28144378 0.28685616 0.29226854
 0.29768092 0.3030933  0.30850568 0.31391807 0.31933045 0.32474283
 0.33015521 0.33556759 0.34097997 0.34639235 0.35180473 0.35721711
 0.36262949 0.36804187 0.37345425 0.37886663 0.38427901 0.38969139
 0.39510377 0.40051615 0.40592853 0.41134091 0.41675329 0.42216567
 0.42757805 0.43299044 0.43840282 0.4438152  0.44922758 0.45463996
 0.46005234 0.46546472 0.4708771  0.47628948 0.48170186 0.48711424
 0.49252662 0.497939   0.50335138 0.50876376 0.51417614 0.51958852
 0.5250009  0.53041328 0.53582566 0.54123804]"
737,"[0.00536557 0.01073115 0.01609672 0.02146229 0.02682787 0.03219344
 0.03755901 0.04292459 0.04829016 0.05365573 0.05902131 0.06438688
 0.06975245 0.07511803 0.0804836  0.08584917 0.09121475 0.09658032
 0.10194589 0.10731147 0.11267704 0.11804261 0.12340819 0.12877376
 0.13413933 0.13950491 0.14487048 0.15023605 0.15560163 0.1609672
 0.16633277 0.17169835 0.17706392 0.18242949 0.18779507 0.19316064
 0.19852622 0.20389179 0.20925736 0.21462294 0.21998851 0.22535408
 0.23071966 0.23608523 0.2414508  0.24681638 0.25218195 0.25754752
 0.2629131  0.26827867 0.27364424 0.27900982 0.28437539 0.28974096
 0.29510654 0.30047211 0.30583768 0.31120326 0.31656883 0.3219344
 0.32729998 0.33266555 0.33803112 0.3433967  0.34876227 0.35412784
 0.35949342 0.36485899 0.37022456 0.37559014 0.38095571 0.38632128
 0.39168686 0.39705243 0.402418   0.40778358 0.41314915 0.41851472
 0.4238803  0.42924587 0.43461144 0.43997702 0.44534259 0.45070816
 0.45607374 0.46143931 0.46680488 0.47217046 0.47753603 0.4829016
 0.48826718 0.49363275 0.49899832 0.5043639  0.50972947 0.51509504
 0.52046062 0.52582619 0.53119176 0.53655734]"
738,"[0.00534904 0.01069808 0.01604711 0.02139615 0.02674519 0.03209423
 0.03744327 0.04279231 0.04814134 0.05349038 0.05883942 0.06418846
 0.0695375  0.07488653 0.08023557 0.08558461 0.09093365 0.09628269
 0.10163173 0.10698076 0.1123298  0.11767884 0.12302788 0.12837692
 0.13372595 0.13907499 0.14442403 0.14977307 0.15512211 0.16047115
 0.16582018 0.17116922 0.17651826 0.1818673  0.18721634 0.19256537
 0.19791441 0.20326345 0.20861249 0.21396153 0.21931057 0.2246596
 0.23000864 0.23535768 0.24070672 0.24605576 0.25140479 0.25675383
 0.26210287 0.26745191 0.27280095 0.27814999 0.28349902 0.28884806
 0.2941971  0.29954614 0.30489518 0.31024421 0.31559325 0.32094229
 0.32629133 0.33164037 0.33698941 0.34233844 0.34768748 0.35303652
 0.35838556 0.3637346  0.36908363 0.37443267 0.37978171 0.38513075
 0.39047979 0.39582883 0.40117786 0.4065269  0.41187594 0.41722498
 0.42257402 0.42792305 0.43327209 0.43862113 0.44397017 0.44931921
 0.45466824 0.46001728 0.46536632 0.47071536 0.4760644  0.48141344
 0.48676247 0.49211151 0.49746055 0.50280959 0.50815863 0.51350766
 0.5188567  0.52420574 0.52955478 0.53490382]"
739,"[0.00532818 0.01065635 0.01598453 0.02131271 0.02664088 0.03196906
 0.03729724 0.04262541 0.04795359 0.05328177 0.05860995 0.06393812
 0.0692663  0.07459448 0.07992265 0.08525083 0.09057901 0.09590718
 0.10123536 0.10656354 0.11189171 0.11721989 0.12254807 0.12787624
 0.13320442 0.1385326  0.14386077 0.14918895 0.15451713 0.15984531
 0.16517348 0.17050166 0.17582984 0.18115801 0.18648619 0.19181437
 0.19714254 0.20247072 0.2077989  0.21312707 0.21845525 0.22378343
 0.2291116  0.23443978 0.23976796 0.24509614 0.25042431 0.25575249
 0.26108067 0.26640884 0.27173702 0.2770652  0.28239337 0.28772155
 0.29304973 0.2983779  0.30370608 0.30903426 0.31436243 0.31969061
 0.32501879 0.33034696 0.33567514 0.34100332 0.3463315  0.35165967
 0.35698785 0.36231603 0.3676442  0.37297238 0.37830056 0.38362873
 0.38895691 0.39428509 0.39961326 0.40494144 0.41026962 0.41559779
 0.42092597 0.42625415 0.43158232 0.4369105  0.44223868 0.44756686
 0.45289503 0.45822321 0.46355139 0.46887956 0.47420774 0.47953592
 0.48486409 0.49019227 0.49552045 0.50084862 0.5061768  0.51150498
 0.51683315 0.52216133 0.52748951 0.53281769]"
740,"[0.00531228 0.01062457 0.01593685 0.02124913 0.02656142 0.0318737
 0.03718598 0.04249827 0.04781055 0.05312283 0.05843512 0.0637474
 0.06905968 0.07437197 0.07968425 0.08499653 0.09030882 0.0956211
 0.10093338 0.10624567 0.11155795 0.11687023 0.12218252 0.1274948
 0.13280708 0.13811937 0.14343165 0.14874393 0.15405622 0.1593685
 0.16468078 0.16999307 0.17530535 0.18061763 0.18592992 0.1912422
 0.19655448 0.20186677 0.20717905 0.21249133 0.21780362 0.2231159
 0.22842818 0.23374047 0.23905275 0.24436503 0.24967732 0.2549896
 0.26030188 0.26561417 0.27092645 0.27623873 0.28155102 0.2868633
 0.29217558 0.29748787 0.30280015 0.30811243 0.31342472 0.318737
 0.32404928 0.32936157 0.33467385 0.33998613 0.34529842 0.3506107
 0.35592298 0.36123527 0.36654755 0.37185983 0.37717212 0.3824844
 0.38779668 0.39310897 0.39842125 0.40373353 0.40904582 0.4143581
 0.41967038 0.42498267 0.43029495 0.43560723 0.44091952 0.4462318
 0.45154408 0.45685637 0.46216865 0.46748093 0.47279322 0.4781055
 0.48341778 0.48873007 0.49404235 0.49935463 0.50466692 0.5099792
 0.51529148 0.52060377 0.52591605 0.53122833]"
741,"[0.00529862 0.01059723 0.01589585 0.02119446 0.02649308 0.03179169
 0.03709031 0.04238892 0.04768754 0.05298615 0.05828477 0.06358338
 0.068882   0.07418062 0.07947923 0.08477785 0.09007646 0.09537508
 0.10067369 0.10597231 0.11127092 0.11656954 0.12186815 0.12716677
 0.13246538 0.137764   0.14306262 0.14836123 0.15365985 0.15895846
 0.16425708 0.16955569 0.17485431 0.18015292 0.18545154 0.19075015
 0.19604877 0.20134739 0.206646   0.21194462 0.21724323 0.22254185
 0.22784046 0.23313908 0.23843769 0.24373631 0.24903492 0.25433354
 0.25963215 0.26493077 0.27022939 0.275528   0.28082662 0.28612523
 0.29142385 0.29672246 0.30202108 0.30731969 0.31261831 0.31791692
 0.32321554 0.32851415 0.33381277 0.33911139 0.34441    0.34970862
 0.35500723 0.36030585 0.36560446 0.37090308 0.37620169 0.38150031
 0.38679892 0.39209754 0.39739615 0.40269477 0.40799339 0.413292
 0.41859062 0.42388923 0.42918785 0.43448646 0.43978508 0.44508369
 0.45038231 0.45568092 0.46097954 0.46627816 0.47157677 0.47687539
 0.482174   0.48747262 0.49277123 0.49806985 0.50336846 0.50866708
 0.51396569 0.51926431 0.52456292 0.52986154]"
742,"[0.00531504 0.01063008 0.01594512 0.02126016 0.0265752  0.03189024
 0.03720528 0.04252032 0.04783536 0.0531504  0.05846544 0.06378048
 0.06909552 0.07441056 0.0797256  0.08504064 0.09035568 0.09567072
 0.10098576 0.1063008  0.11161584 0.11693088 0.12224592 0.12756095
 0.13287599 0.13819103 0.14350607 0.14882111 0.15413615 0.15945119
 0.16476623 0.17008127 0.17539631 0.18071135 0.18602639 0.19134143
 0.19665647 0.20197151 0.20728655 0.21260159 0.21791663 0.22323167
 0.22854671 0.23386175 0.23917679 0.24449183 0.24980687 0.25512191
 0.26043695 0.26575199 0.27106703 0.27638207 0.28169711 0.28701215
 0.29232719 0.29764223 0.30295727 0.30827231 0.31358735 0.31890239
 0.32421743 0.32953247 0.33484751 0.34016255 0.34547759 0.35079263
 0.35610767 0.36142271 0.36673775 0.37205279 0.37736782 0.38268286
 0.3879979  0.39331294 0.39862798 0.40394302 0.40925806 0.4145731
 0.41988814 0.42520318 0.43051822 0.43583326 0.4411483  0.44646334
 0.45177838 0.45709342 0.46240846 0.4677235  0.47303854 0.47835358
 0.48366862 0.48898366 0.4942987  0.49961374 0.50492878 0.51024382
 0.51555886 0.5208739  0.52618894 0.53150398]"
743,"[0.00537489 0.01074979 0.01612468 0.02149958 0.02687447 0.03224937
 0.03762426 0.04299915 0.04837405 0.05374894 0.05912384 0.06449873
 0.06987362 0.07524852 0.08062341 0.08599831 0.0913732  0.0967481
 0.10212299 0.10749788 0.11287278 0.11824767 0.12362257 0.12899746
 0.13437236 0.13974725 0.14512214 0.15049704 0.15587193 0.16124683
 0.16662172 0.17199661 0.17737151 0.1827464  0.1881213  0.19349619
 0.19887109 0.20424598 0.20962087 0.21499577 0.22037066 0.22574556
 0.23112045 0.23649535 0.24187024 0.24724513 0.25262003 0.25799492
 0.26336982 0.26874471 0.2741196  0.2794945  0.28486939 0.29024429
 0.29561918 0.30099408 0.30636897 0.31174386 0.31711876 0.32249365
 0.32786855 0.33324344 0.33861834 0.34399323 0.34936812 0.35474302
 0.36011791 0.36549281 0.3708677  0.37624259 0.38161749 0.38699238
 0.39236728 0.39774217 0.40311707 0.40849196 0.41386685 0.41924175
 0.42461664 0.42999154 0.43536643 0.44074133 0.44611622 0.45149111
 0.45686601 0.4622409  0.4676158  0.47299069 0.47836558 0.48374048
 0.48911537 0.49449027 0.49986516 0.50524006 0.51061495 0.51598984
 0.52136474 0.52673963 0.53211453 0.53748942]"
744,"[0.00530621 0.01061243 0.01591864 0.02122486 0.02653107 0.03183728
 0.0371435  0.04244971 0.04775593 0.05306214 0.05836836 0.06367457
 0.06898078 0.074287   0.07959321 0.08489943 0.09020564 0.09551185
 0.10081807 0.10612428 0.1114305  0.11673671 0.12204292 0.12734914
 0.13265535 0.13796157 0.14326778 0.148574   0.15388021 0.15918642
 0.16449264 0.16979885 0.17510507 0.18041128 0.18571749 0.19102371
 0.19632992 0.20163614 0.20694235 0.21224856 0.21755478 0.22286099
 0.22816721 0.23347342 0.23877964 0.24408585 0.24939206 0.25469828
 0.26000449 0.26531071 0.27061692 0.27592313 0.28122935 0.28653556
 0.29184178 0.29714799 0.3024542  0.30776042 0.31306663 0.31837285
 0.32367906 0.32898528 0.33429149 0.3395977  0.34490392 0.35021013
 0.35551635 0.36082256 0.36612877 0.37143499 0.3767412  0.38204742
 0.38735363 0.39265984 0.39796606 0.40327227 0.40857849 0.4138847
 0.41919091 0.42449713 0.42980334 0.43510956 0.44041577 0.44572199
 0.4510282  0.45633441 0.46164063 0.46694684 0.47225306 0.47755927
 0.48286548 0.4881717  0.49347791 0.49878413 0.50409034 0.50939655
 0.51470277 0.52000898 0.5253152  0.53062141]"
745,"[0.00527782 0.01055563 0.01583345 0.02111126 0.02638908 0.0316669
 0.03694471 0.04222253 0.04750035 0.05277816 0.05805598 0.06333379
 0.06861161 0.07388943 0.07916724 0.08444506 0.08972288 0.09500069
 0.10027851 0.10555632 0.11083414 0.11611196 0.12138977 0.12666759
 0.13194541 0.13722322 0.14250104 0.14777885 0.15305667 0.15833449
 0.1636123  0.16889012 0.17416794 0.17944575 0.18472357 0.19000138
 0.1952792  0.20055702 0.20583483 0.21111265 0.21639047 0.22166828
 0.2269461  0.23222391 0.23750173 0.24277955 0.24805736 0.25333518
 0.258613   0.26389081 0.26916863 0.27444644 0.27972426 0.28500208
 0.29027989 0.29555771 0.30083552 0.30611334 0.31139116 0.31666897
 0.32194679 0.32722461 0.33250242 0.33778024 0.34305805 0.34833587
 0.35361369 0.3588915  0.36416932 0.36944714 0.37472495 0.38000277
 0.38528058 0.3905584  0.39583622 0.40111403 0.40639185 0.41166967
 0.41694748 0.4222253  0.42750311 0.43278093 0.43805875 0.44333656
 0.44861438 0.4538922  0.45917001 0.46444783 0.46972564 0.47500346
 0.48028128 0.48555909 0.49083691 0.49611473 0.50139254 0.50667036
 0.51194817 0.51722599 0.52250381 0.52778162]"
746,"[0.00516783 0.01033567 0.0155035  0.02067134 0.02583917 0.03100701
 0.03617484 0.04134268 0.04651051 0.05167835 0.05684618 0.06201402
 0.06718185 0.07234969 0.07751752 0.08268536 0.08785319 0.09302103
 0.09818886 0.1033567  0.10852453 0.11369237 0.1188602  0.12402804
 0.12919587 0.13436371 0.13953154 0.14469938 0.14986721 0.15503504
 0.16020288 0.16537071 0.17053855 0.17570638 0.18087422 0.18604205
 0.19120989 0.19637772 0.20154556 0.20671339 0.21188123 0.21704906
 0.2222169  0.22738473 0.23255257 0.2377204  0.24288824 0.24805607
 0.25322391 0.25839174 0.26355958 0.26872741 0.27389525 0.27906308
 0.28423092 0.28939875 0.29456659 0.29973442 0.30490225 0.31007009
 0.31523792 0.32040576 0.32557359 0.33074143 0.33590926 0.3410771
 0.34624493 0.35141277 0.3565806  0.36174844 0.36691627 0.37208411
 0.37725194 0.38241978 0.38758761 0.39275545 0.39792328 0.40309112
 0.40825895 0.41342679 0.41859462 0.42376246 0.42893029 0.43409813
 0.43926596 0.4444338  0.44960163 0.45476946 0.4599373  0.46510513
 0.47027297 0.4754408  0.48060864 0.48577647 0.49094431 0.49611214
 0.50127998 0.50644781 0.51161565 0.51678348]"
747,"[0.00510204 0.01020409 0.01530613 0.02040817 0.02551021 0.03061226
 0.0357143  0.04081634 0.04591838 0.05102043 0.05612247 0.06122451
 0.06632655 0.0714286  0.07653064 0.08163268 0.08673473 0.09183677
 0.09693881 0.10204085 0.1071429  0.11224494 0.11734698 0.12244902
 0.12755107 0.13265311 0.13775515 0.1428572  0.14795924 0.15306128
 0.15816332 0.16326537 0.16836741 0.17346945 0.17857149 0.18367354
 0.18877558 0.19387762 0.19897966 0.20408171 0.20918375 0.21428579
 0.21938784 0.22448988 0.22959192 0.23469396 0.23979601 0.24489805
 0.25000009 0.25510213 0.26020418 0.26530622 0.27040826 0.27551031
 0.28061235 0.28571439 0.29081643 0.29591848 0.30102052 0.30612256
 0.3112246  0.31632665 0.32142869 0.32653073 0.33163277 0.33673482
 0.34183686 0.3469389  0.35204095 0.35714299 0.36224503 0.36734707
 0.37244912 0.37755116 0.3826532  0.38775524 0.39285729 0.39795933
 0.40306137 0.40816342 0.41326546 0.4183675  0.42346954 0.42857159
 0.43367363 0.43877567 0.44387771 0.44897976 0.4540818  0.45918384
 0.46428588 0.46938793 0.47448997 0.47959201 0.48469406 0.4897961
 0.49489814 0.50000018 0.50510223 0.51020427]"
748,"[0.00506492 0.01012983 0.01519475 0.02025967 0.02532458 0.0303895
 0.03545442 0.04051934 0.04558425 0.05064917 0.05571409 0.060779
 0.06584392 0.07090884 0.07597375 0.08103867 0.08610359 0.09116851
 0.09623342 0.10129834 0.10636326 0.11142817 0.11649309 0.12155801
 0.12662292 0.13168784 0.13675276 0.14181768 0.14688259 0.15194751
 0.15701243 0.16207734 0.16714226 0.17220718 0.17727209 0.18233701
 0.18740193 0.19246685 0.19753176 0.20259668 0.2076616  0.21272651
 0.21779143 0.22285635 0.22792126 0.23298618 0.2380511  0.24311601
 0.24818093 0.25324585 0.25831077 0.26337568 0.2684406  0.27350552
 0.27857043 0.28363535 0.28870027 0.29376518 0.2988301  0.30389502
 0.30895994 0.31402485 0.31908977 0.32415469 0.3292196  0.33428452
 0.33934944 0.34441435 0.34947927 0.35454419 0.35960911 0.36467402
 0.36973894 0.37480386 0.37986877 0.38493369 0.38999861 0.39506352
 0.40012844 0.40519336 0.41025828 0.41532319 0.42038811 0.42545303
 0.43051794 0.43558286 0.44064778 0.44571269 0.45077761 0.45584253
 0.46090744 0.46597236 0.47103728 0.4761022  0.48116711 0.48623203
 0.49129695 0.49636186 0.50142678 0.5064917 ]"
749,"[0.00504753 0.01009505 0.01514258 0.0201901  0.02523763 0.03028515
 0.03533268 0.04038021 0.04542773 0.05047526 0.05552278 0.06057031
 0.06561783 0.07066536 0.07571289 0.08076041 0.08580794 0.09085546
 0.09590299 0.10095052 0.10599804 0.11104557 0.11609309 0.12114062
 0.12618814 0.13123567 0.1362832  0.14133072 0.14637825 0.15142577
 0.1564733  0.16152082 0.16656835 0.17161588 0.1766634  0.18171093
 0.18675845 0.19180598 0.1968535  0.20190103 0.20694856 0.21199608
 0.21704361 0.22209113 0.22713866 0.23218618 0.23723371 0.24228124
 0.24732876 0.25237629 0.25742381 0.26247134 0.26751886 0.27256639
 0.27761392 0.28266144 0.28770897 0.29275649 0.29780402 0.30285155
 0.30789907 0.3129466  0.31799412 0.32304165 0.32808917 0.3331367
 0.33818423 0.34323175 0.34827928 0.3533268  0.35837433 0.36342185
 0.36846938 0.37351691 0.37856443 0.38361196 0.38865948 0.39370701
 0.39875453 0.40380206 0.40884959 0.41389711 0.41894464 0.42399216
 0.42903969 0.43408721 0.43913474 0.44418227 0.44922979 0.45427732
 0.45932484 0.46437237 0.4694199  0.47446742 0.47951495 0.48456247
 0.48961    0.49465752 0.49970505 0.50475258]"
750,"[0.00498205 0.00996411 0.01494616 0.01992822 0.02491027 0.02989232
 0.03487438 0.03985643 0.04483849 0.04982054 0.05480259 0.05978465
 0.0647667  0.06974876 0.07473081 0.07971286 0.08469492 0.08967697
 0.09465903 0.09964108 0.10462313 0.10960519 0.11458724 0.1195693
 0.12455135 0.1295334  0.13451546 0.13949751 0.14447957 0.14946162
 0.15444368 0.15942573 0.16440778 0.16938984 0.17437189 0.17935395
 0.184336   0.18931805 0.19430011 0.19928216 0.20426422 0.20924627
 0.21422832 0.21921038 0.22419243 0.22917449 0.23415654 0.23913859
 0.24412065 0.2491027  0.25408476 0.25906681 0.26404886 0.26903092
 0.27401297 0.27899503 0.28397708 0.28895913 0.29394119 0.29892324
 0.3039053  0.30888735 0.3138694  0.31885146 0.32383351 0.32881557
 0.33379762 0.33877967 0.34376173 0.34874378 0.35372584 0.35870789
 0.36368994 0.368672   0.37365405 0.37863611 0.38361816 0.38860021
 0.39358227 0.39856432 0.40354638 0.40852843 0.41351048 0.41849254
 0.42347459 0.42845665 0.4334387  0.43842075 0.44340281 0.44838486
 0.45336692 0.45834897 0.46333103 0.46831308 0.47329513 0.47827719
 0.48325924 0.4882413  0.49322335 0.4982054 ]"
751,"[0.00496612 0.00993224 0.01489836 0.01986448 0.02483059 0.02979671
 0.03476283 0.03972895 0.04469507 0.04966119 0.05462731 0.05959343
 0.06455955 0.06952567 0.07449178 0.0794579  0.08442402 0.08939014
 0.09435626 0.09932238 0.1042885  0.10925462 0.11422074 0.11918686
 0.12415297 0.12911909 0.13408521 0.13905133 0.14401745 0.14898357
 0.15394969 0.15891581 0.16388193 0.16884805 0.17381416 0.17878028
 0.1837464  0.18871252 0.19367864 0.19864476 0.20361088 0.208577
 0.21354312 0.21850923 0.22347535 0.22844147 0.23340759 0.23837371
 0.24333983 0.24830595 0.25327207 0.25823819 0.26320431 0.26817042
 0.27313654 0.27810266 0.28306878 0.2880349  0.29300102 0.29796714
 0.30293326 0.30789938 0.3128655  0.31783161 0.32279773 0.32776385
 0.33272997 0.33769609 0.34266221 0.34762833 0.35259445 0.35756057
 0.36252669 0.3674928  0.37245892 0.37742504 0.38239116 0.38735728
 0.3923234  0.39728952 0.40225564 0.40722176 0.41218787 0.41715399
 0.42212011 0.42708623 0.43205235 0.43701847 0.44198459 0.44695071
 0.45191683 0.45688295 0.46184906 0.46681518 0.4717813  0.47674742
 0.48171354 0.48667966 0.49164578 0.4966119 ]"
752,"[0.00494629 0.00989259 0.01483888 0.01978517 0.02473147 0.02967776
 0.03462405 0.03957035 0.04451664 0.04946293 0.05440923 0.05935552
 0.06430181 0.0692481  0.0741944  0.07914069 0.08408698 0.08903328
 0.09397957 0.09892586 0.10387216 0.10881845 0.11376474 0.11871104
 0.12365733 0.12860362 0.13354992 0.13849621 0.1434425  0.1483888
 0.15333509 0.15828138 0.16322768 0.16817397 0.17312026 0.17806656
 0.18301285 0.18795914 0.19290544 0.19785173 0.20279802 0.20774431
 0.21269061 0.2176369  0.22258319 0.22752949 0.23247578 0.23742207
 0.24236837 0.24731466 0.25226095 0.25720725 0.26215354 0.26709983
 0.27204613 0.27699242 0.28193871 0.28688501 0.2918313  0.29677759
 0.30172389 0.30667018 0.31161647 0.31656277 0.32150906 0.32645535
 0.33140165 0.33634794 0.34129423 0.34624052 0.35118682 0.35613311
 0.3610794  0.3660257  0.37097199 0.37591828 0.38086458 0.38581087
 0.39075716 0.39570346 0.40064975 0.40559604 0.41054234 0.41548863
 0.42043492 0.42538122 0.43032751 0.4352738  0.4402201  0.44516639
 0.45011268 0.45505898 0.46000527 0.46495156 0.46989786 0.47484415
 0.47979044 0.48473673 0.48968303 0.49462932]"
753,"[0.00492834 0.00985668 0.01478501 0.01971335 0.02464169 0.02957003
 0.03449837 0.0394267  0.04435504 0.04928338 0.05421172 0.05914006
 0.0640684  0.06899673 0.07392507 0.07885341 0.08378175 0.08871009
 0.09363842 0.09856676 0.1034951  0.10842344 0.11335178 0.11828011
 0.12320845 0.12813679 0.13306513 0.13799347 0.1429218  0.14785014
 0.15277848 0.15770682 0.16263516 0.1675635  0.17249183 0.17742017
 0.18234851 0.18727685 0.19220519 0.19713352 0.20206186 0.2069902
 0.21191854 0.21684688 0.22177521 0.22670355 0.23163189 0.23656023
 0.24148857 0.24641691 0.25134524 0.25627358 0.26120192 0.26613026
 0.2710586  0.27598693 0.28091527 0.28584361 0.29077195 0.29570029
 0.30062862 0.30555696 0.3104853  0.31541364 0.32034198 0.32527031
 0.33019865 0.33512699 0.34005533 0.34498367 0.34991201 0.35484034
 0.35976868 0.36469702 0.36962536 0.3745537  0.37948203 0.38441037
 0.38933871 0.39426705 0.39919539 0.40412372 0.40905206 0.4139804
 0.41890874 0.42383708 0.42876541 0.43369375 0.43862209 0.44355043
 0.44847877 0.45340711 0.45833544 0.46326378 0.46819212 0.47312046
 0.4780488  0.48297713 0.48790547 0.49283381]"
754,"[0.00486455 0.0097291  0.01459365 0.0194582  0.02432276 0.02918731
 0.03405186 0.03891641 0.04378096 0.04864551 0.05351006 0.05837461
 0.06323916 0.06810371 0.07296827 0.07783282 0.08269737 0.08756192
 0.09242647 0.09729102 0.10215557 0.10702012 0.11188467 0.11674922
 0.12161378 0.12647833 0.13134288 0.13620743 0.14107198 0.14593653
 0.15080108 0.15566563 0.16053018 0.16539473 0.17025929 0.17512384
 0.17998839 0.18485294 0.18971749 0.19458204 0.19944659 0.20431114
 0.20917569 0.21404024 0.2189048  0.22376935 0.2286339  0.23349845
 0.238363   0.24322755 0.2480921  0.25295665 0.2578212  0.26268575
 0.26755031 0.27241486 0.27727941 0.28214396 0.28700851 0.29187306
 0.29673761 0.30160216 0.30646671 0.31133126 0.31619582 0.32106037
 0.32592492 0.33078947 0.33565402 0.34051857 0.34538312 0.35024767
 0.35511222 0.35997678 0.36484133 0.36970588 0.37457043 0.37943498
 0.38429953 0.38916408 0.39402863 0.39889318 0.40375773 0.40862229
 0.41348684 0.41835139 0.42321594 0.42808049 0.43294504 0.43780959
 0.44267414 0.44753869 0.45240324 0.4572678  0.46213235 0.4669969
 0.47186145 0.476726   0.48159055 0.4864551 ]"
