,Q
690,"[0.00792328 0.01584656 0.02376985 0.03169313 0.03961641 0.04753969
 0.05546298 0.06338626 0.07130954 0.07923282 0.08715611 0.09507939
 0.10300267 0.11092595 0.11884924 0.12677252 0.1346958  0.14261908
 0.15054237 0.15846565 0.16638893 0.17431221 0.1822355  0.19015878
 0.19808206 0.20600534 0.21392862 0.22185191 0.22977519 0.23769847
 0.24562175 0.25354504 0.26146832 0.2693916  0.27731488 0.28523817
 0.29316145 0.30108473 0.30900801 0.3169313  0.32485458 0.33277786
 0.34070114 0.34862443 0.35654771 0.36447099 0.37239427 0.38031756
 0.38824084 0.39616412 0.4040874  0.41201069 0.41993397 0.42785725
 0.43578053 0.44370381 0.4516271  0.45955038 0.46747366 0.47539694
 0.48332023 0.49124351 0.49916679 0.50709007 0.51501336 0.52293664
 0.53085992 0.5387832  0.54670649 0.55462977 0.56255305 0.57047633
 0.57839962 0.5863229  0.59424618 0.60216946 0.61009275 0.61801603
 0.62593931 0.63386259 0.64178587 0.64970916 0.65763244 0.66555572
 0.673479   0.68140229 0.68932557 0.69724885 0.70517213 0.71309542
 0.7210187  0.72894198 0.73686526 0.74478855 0.75271183 0.76063511
 0.76855839 0.77648168 0.78440496 0.79232824]"
691,"[0.007711   0.01542199 0.02313299 0.03084399 0.03855499 0.04626598
 0.05397698 0.06168798 0.06939897 0.07710997 0.08482097 0.09253197
 0.10024296 0.10795396 0.11566496 0.12337596 0.13108695 0.13879795
 0.14650895 0.15421994 0.16193094 0.16964194 0.17735294 0.18506393
 0.19277493 0.20048593 0.20819692 0.21590792 0.22361892 0.23132992
 0.23904091 0.24675191 0.25446291 0.2621739  0.2698849  0.2775959
 0.2853069  0.29301789 0.30072889 0.30843989 0.31615089 0.32386188
 0.33157288 0.33928388 0.34699487 0.35470587 0.36241687 0.37012787
 0.37783886 0.38554986 0.39326086 0.40097185 0.40868285 0.41639385
 0.42410485 0.43181584 0.43952684 0.44723784 0.45494883 0.46265983
 0.47037083 0.47808183 0.48579282 0.49350382 0.50121482 0.50892582
 0.51663681 0.52434781 0.53205881 0.5397698  0.5474808  0.5551918
 0.5629028  0.57061379 0.57832479 0.58603579 0.59374678 0.60145778
 0.60916878 0.61687978 0.62459077 0.63230177 0.64001277 0.64772376
 0.65543476 0.66314576 0.67085676 0.67856775 0.68627875 0.69398975
 0.70170075 0.70941174 0.71712274 0.72483374 0.73254473 0.74025573
 0.74796673 0.75567773 0.76338872 0.77109972]"
692,"[0.00770961 0.01541922 0.02312883 0.03083844 0.03854805 0.04625766
 0.05396727 0.06167688 0.06938649 0.0770961  0.08480571 0.09251532
 0.10022493 0.10793454 0.11564415 0.12335376 0.13106337 0.13877298
 0.14648259 0.1541922  0.16190181 0.16961142 0.17732103 0.18503064
 0.19274025 0.20044986 0.20815948 0.21586909 0.2235787  0.23128831
 0.23899792 0.24670753 0.25441714 0.26212675 0.26983636 0.27754597
 0.28525558 0.29296519 0.3006748  0.30838441 0.31609402 0.32380363
 0.33151324 0.33922285 0.34693246 0.35464207 0.36235168 0.37006129
 0.3777709  0.38548051 0.39319012 0.40089973 0.40860934 0.41631895
 0.42402856 0.43173817 0.43944778 0.44715739 0.454867   0.46257661
 0.47028622 0.47799583 0.48570544 0.49341505 0.50112466 0.50883427
 0.51654388 0.52425349 0.5319631  0.53967271 0.54738232 0.55509193
 0.56280154 0.57051115 0.57822076 0.58593037 0.59363998 0.60134959
 0.6090592  0.61676881 0.62447843 0.63218804 0.63989765 0.64760726
 0.65531687 0.66302648 0.67073609 0.6784457  0.68615531 0.69386492
 0.70157453 0.70928414 0.71699375 0.72470336 0.73241297 0.74012258
 0.74783219 0.7555418  0.76325141 0.77096102]"
693,"[0.00771417 0.01542834 0.02314252 0.03085669 0.03857086 0.04628503
 0.0539992  0.06171338 0.06942755 0.07714172 0.08485589 0.09257006
 0.10028424 0.10799841 0.11571258 0.12342675 0.13114092 0.1388551
 0.14656927 0.15428344 0.16199761 0.16971178 0.17742596 0.18514013
 0.1928543  0.20056847 0.20828264 0.21599682 0.22371099 0.23142516
 0.23913933 0.2468535  0.25456768 0.26228185 0.26999602 0.27771019
 0.28542436 0.29313854 0.30085271 0.30856688 0.31628105 0.32399522
 0.3317094  0.33942357 0.34713774 0.35485191 0.36256608 0.37028026
 0.37799443 0.3857086  0.39342277 0.40113694 0.40885112 0.41656529
 0.42427946 0.43199363 0.4397078  0.44742198 0.45513615 0.46285032
 0.47056449 0.47827866 0.48599284 0.49370701 0.50142118 0.50913535
 0.51684952 0.5245637  0.53227787 0.53999204 0.54770621 0.55542038
 0.56313456 0.57084873 0.5785629  0.58627707 0.59399124 0.60170542
 0.60941959 0.61713376 0.62484793 0.6325621  0.64027628 0.64799045
 0.65570462 0.66341879 0.67113296 0.67884714 0.68656131 0.69427548
 0.70198965 0.70970382 0.717418   0.72513217 0.73284634 0.74056051
 0.74827468 0.75598886 0.76370303 0.7714172 ]"
694,"[0.00772526 0.01545051 0.02317577 0.03090102 0.03862628 0.04635153
 0.05407679 0.06180205 0.0695273  0.07725256 0.08497781 0.09270307
 0.10042833 0.10815358 0.11587884 0.12360409 0.13132935 0.1390546
 0.14677986 0.15450512 0.16223037 0.16995563 0.17768088 0.18540614
 0.19313139 0.20085665 0.20858191 0.21630716 0.22403242 0.23175767
 0.23948293 0.24720819 0.25493344 0.2626587  0.27038395 0.27810921
 0.28583446 0.29355972 0.30128498 0.30901023 0.31673549 0.32446074
 0.332186   0.33991125 0.34763651 0.35536177 0.36308702 0.37081228
 0.37853753 0.38626279 0.39398805 0.4017133  0.40943856 0.41716381
 0.42488907 0.43261432 0.44033958 0.44806484 0.45579009 0.46351535
 0.4712406  0.47896586 0.48669111 0.49441637 0.50214163 0.50986688
 0.51759214 0.52531739 0.53304265 0.54076791 0.54849316 0.55621842
 0.56394367 0.57166893 0.57939418 0.58711944 0.5948447  0.60256995
 0.61029521 0.61802046 0.62574572 0.63347098 0.64119623 0.64892149
 0.65664674 0.664372   0.67209725 0.67982251 0.68754777 0.69527302
 0.70299828 0.71072353 0.71844879 0.72617404 0.7338993  0.74162456
 0.74934981 0.75707507 0.76480032 0.77252558]"
695,"[0.00768689 0.01537378 0.02306067 0.03074756 0.03843445 0.04612134
 0.05380823 0.06149512 0.06918201 0.0768689  0.08455579 0.09224267
 0.09992956 0.10761645 0.11530334 0.12299023 0.13067712 0.13836401
 0.1460509  0.15373779 0.16142468 0.16911157 0.17679846 0.18448535
 0.19217224 0.19985913 0.20754602 0.21523291 0.2229198  0.23060669
 0.23829358 0.24598047 0.25366736 0.26135425 0.26904113 0.27672802
 0.28441491 0.2921018  0.29978869 0.30747558 0.31516247 0.32284936
 0.33053625 0.33822314 0.34591003 0.35359692 0.36128381 0.3689707
 0.37665759 0.38434448 0.39203137 0.39971826 0.40740515 0.41509204
 0.42277893 0.43046582 0.4381527  0.44583959 0.45352648 0.46121337
 0.46890026 0.47658715 0.48427404 0.49196093 0.49964782 0.50733471
 0.5150216  0.52270849 0.53039538 0.53808227 0.54576916 0.55345605
 0.56114294 0.56882983 0.57651672 0.58420361 0.5918905  0.59957739
 0.60726428 0.61495116 0.62263805 0.63032494 0.63801183 0.64569872
 0.65338561 0.6610725  0.66875939 0.67644628 0.68413317 0.69182006
 0.69950695 0.70719384 0.71488073 0.72256762 0.73025451 0.7379414
 0.74562829 0.75331518 0.76100207 0.76868896]"
696,"[0.00777166 0.01554332 0.02331498 0.03108664 0.0388583  0.04662996
 0.05440162 0.06217328 0.06994494 0.0777166  0.08548826 0.09325992
 0.10103158 0.10880324 0.1165749  0.12434656 0.13211822 0.13988988
 0.14766154 0.1554332  0.16320486 0.17097651 0.17874817 0.18651983
 0.19429149 0.20206315 0.20983481 0.21760647 0.22537813 0.23314979
 0.24092145 0.24869311 0.25646477 0.26423643 0.27200809 0.27977975
 0.28755141 0.29532307 0.30309473 0.31086639 0.31863805 0.32640971
 0.33418137 0.34195303 0.34972469 0.35749635 0.36526801 0.37303967
 0.38081133 0.38858299 0.39635465 0.40412631 0.41189797 0.41966963
 0.42744129 0.43521295 0.44298461 0.45075627 0.45852793 0.46629959
 0.47407125 0.48184291 0.48961457 0.49738623 0.50515788 0.51292954
 0.5207012  0.52847286 0.53624452 0.54401618 0.55178784 0.5595595
 0.56733116 0.57510282 0.58287448 0.59064614 0.5984178  0.60618946
 0.61396112 0.62173278 0.62950444 0.6372761  0.64504776 0.65281942
 0.66059108 0.66836274 0.6761344  0.68390606 0.69167772 0.69944938
 0.70722104 0.7149927  0.72276436 0.73053602 0.73830768 0.74607934
 0.753851   0.76162266 0.76939432 0.77716598]"
697,"[0.00785387 0.01570774 0.0235616  0.03141547 0.03926934 0.04712321
 0.05497708 0.06283095 0.07068481 0.07853868 0.08639255 0.09424642
 0.10210029 0.10995415 0.11780802 0.12566189 0.13351576 0.14136963
 0.1492235  0.15707736 0.16493123 0.1727851  0.18063897 0.18849284
 0.1963467  0.20420057 0.21205444 0.21990831 0.22776218 0.23561604
 0.24346991 0.25132378 0.25917765 0.26703152 0.27488539 0.28273925
 0.29059312 0.29844699 0.30630086 0.31415473 0.32200859 0.32986246
 0.33771633 0.3455702  0.35342407 0.36127794 0.3691318  0.37698567
 0.38483954 0.39269341 0.40054728 0.40840114 0.41625501 0.42410888
 0.43196275 0.43981662 0.44767049 0.45552435 0.46337822 0.47123209
 0.47908596 0.48693983 0.49479369 0.50264756 0.51050143 0.5183553
 0.52620917 0.53406303 0.5419169  0.54977077 0.55762464 0.56547851
 0.57333238 0.58118624 0.58904011 0.59689398 0.60474785 0.61260172
 0.62045558 0.62830945 0.63616332 0.64401719 0.65187106 0.65972493
 0.66757879 0.67543266 0.68328653 0.6911404  0.69899427 0.70684813
 0.714702   0.72255587 0.73040974 0.73826361 0.74611748 0.75397134
 0.76182521 0.76967908 0.77753295 0.78538682]"
698,"[0.00785546 0.01571091 0.02356637 0.03142182 0.03927728 0.04713273
 0.05498819 0.06284364 0.0706991  0.07855456 0.08641001 0.09426547
 0.10212092 0.10997638 0.11783183 0.12568729 0.13354274 0.1413982
 0.14925365 0.15710911 0.16496457 0.17282002 0.18067548 0.18853093
 0.19638639 0.20424184 0.2120973  0.21995275 0.22780821 0.23566367
 0.24351912 0.25137458 0.25923003 0.26708549 0.27494094 0.2827964
 0.29065185 0.29850731 0.30636276 0.31421822 0.32207368 0.32992913
 0.33778459 0.34564004 0.3534955  0.36135095 0.36920641 0.37706186
 0.38491732 0.39277278 0.40062823 0.40848369 0.41633914 0.4241946
 0.43205005 0.43990551 0.44776096 0.45561642 0.46347187 0.47132733
 0.47918279 0.48703824 0.4948937  0.50274915 0.51060461 0.51846006
 0.52631552 0.53417097 0.54202643 0.54988189 0.55773734 0.5655928
 0.57344825 0.58130371 0.58915916 0.59701462 0.60487007 0.61272553
 0.62058098 0.62843644 0.6362919  0.64414735 0.65200281 0.65985826
 0.66771372 0.67556917 0.68342463 0.69128008 0.69913554 0.706991
 0.71484645 0.72270191 0.73055736 0.73841282 0.74626827 0.75412373
 0.76197918 0.76983464 0.77769009 0.78554555]"
699,"[0.007575   0.01515    0.022725   0.0303     0.037875   0.04545
 0.053025   0.0606     0.068175   0.07574999 0.08332499 0.09089999
 0.09847499 0.10604999 0.11362499 0.12119999 0.12877499 0.13634999
 0.14392499 0.15149999 0.15907499 0.16664999 0.17422499 0.18179999
 0.18937499 0.19694999 0.20452499 0.21209999 0.21967499 0.22724998
 0.23482498 0.24239998 0.24997498 0.25754998 0.26512498 0.27269998
 0.28027498 0.28784998 0.29542498 0.30299998 0.31057498 0.31814998
 0.32572498 0.33329998 0.34087498 0.34844998 0.35602498 0.36359998
 0.37117498 0.37874997 0.38632497 0.39389997 0.40147497 0.40904997
 0.41662497 0.42419997 0.43177497 0.43934997 0.44692497 0.45449997
 0.46207497 0.46964997 0.47722497 0.48479997 0.49237497 0.49994997
 0.50752497 0.51509997 0.52267496 0.53024996 0.53782496 0.54539996
 0.55297496 0.56054996 0.56812496 0.57569996 0.58327496 0.59084996
 0.59842496 0.60599996 0.61357496 0.62114996 0.62872496 0.63629996
 0.64387496 0.65144996 0.65902496 0.66659996 0.67417495 0.68174995
 0.68932495 0.69689995 0.70447495 0.71204995 0.71962495 0.72719995
 0.73477495 0.74234995 0.74992495 0.75749995]"
700,"[0.00763972 0.01527944 0.02291917 0.03055889 0.03819861 0.04583833
 0.05347805 0.06111778 0.0687575  0.07639722 0.08403694 0.09167666
 0.09931639 0.10695611 0.11459583 0.12223555 0.12987527 0.137515
 0.14515472 0.15279444 0.16043416 0.16807388 0.17571361 0.18335333
 0.19099305 0.19863277 0.20627249 0.21391222 0.22155194 0.22919166
 0.23683138 0.2444711  0.25211083 0.25975055 0.26739027 0.27502999
 0.28266971 0.29030944 0.29794916 0.30558888 0.3132286  0.32086832
 0.32850804 0.33614777 0.34378749 0.35142721 0.35906693 0.36670665
 0.37434638 0.3819861  0.38962582 0.39726554 0.40490526 0.41254499
 0.42018471 0.42782443 0.43546415 0.44310387 0.4507436  0.45838332
 0.46602304 0.47366276 0.48130248 0.48894221 0.49658193 0.50422165
 0.51186137 0.51950109 0.52714082 0.53478054 0.54242026 0.55005998
 0.5576997  0.56533943 0.57297915 0.58061887 0.58825859 0.59589831
 0.60353804 0.61117776 0.61881748 0.6264572  0.63409692 0.64173665
 0.64937637 0.65701609 0.66465581 0.67229553 0.67993526 0.68757498
 0.6952147  0.70285442 0.71049414 0.71813387 0.72577359 0.73341331
 0.74105303 0.74869275 0.75633248 0.7639722 ]"
701,"[0.00763093 0.01526187 0.0228928  0.03052373 0.03815467 0.0457856
 0.05341653 0.06104747 0.0686784  0.07630933 0.08394027 0.0915712
 0.09920213 0.10683307 0.114464   0.12209493 0.12972587 0.1373568
 0.14498773 0.15261867 0.1602496  0.16788053 0.17551147 0.1831424
 0.19077333 0.19840426 0.2060352  0.21366613 0.22129706 0.228928
 0.23655893 0.24418986 0.2518208  0.25945173 0.26708266 0.2747136
 0.28234453 0.28997546 0.2976064  0.30523733 0.31286826 0.3204992
 0.32813013 0.33576106 0.343392   0.35102293 0.35865386 0.3662848
 0.37391573 0.38154666 0.3891776  0.39680853 0.40443946 0.4120704
 0.41970133 0.42733226 0.4349632  0.44259413 0.45022506 0.457856
 0.46548693 0.47311786 0.4807488  0.48837973 0.49601066 0.5036416
 0.51127253 0.51890346 0.5265344  0.53416533 0.54179626 0.5494272
 0.55705813 0.56468906 0.57232    0.57995093 0.58758186 0.59521279
 0.60284373 0.61047466 0.61810559 0.62573653 0.63336746 0.64099839
 0.64862933 0.65626026 0.66389119 0.67152213 0.67915306 0.68678399
 0.69441493 0.70204586 0.70967679 0.71730773 0.72493866 0.73256959
 0.74020053 0.74783146 0.75546239 0.76309333]"
702,"[0.00763231 0.01526463 0.02289694 0.03052925 0.03816156 0.04579388
 0.05342619 0.0610585  0.06869082 0.07632313 0.08395544 0.09158776
 0.09922007 0.10685238 0.11448469 0.12211701 0.12974932 0.13738163
 0.14501395 0.15264626 0.16027857 0.16791088 0.1755432  0.18317551
 0.19080782 0.19844014 0.20607245 0.21370476 0.22133708 0.22896939
 0.2366017  0.24423401 0.25186633 0.25949864 0.26713095 0.27476327
 0.28239558 0.29002789 0.29766021 0.30529252 0.31292483 0.32055714
 0.32818946 0.33582177 0.34345408 0.3510864  0.35871871 0.36635102
 0.37398333 0.38161565 0.38924796 0.39688027 0.40451259 0.4121449
 0.41977721 0.42740953 0.43504184 0.44267415 0.45030646 0.45793878
 0.46557109 0.4732034  0.48083572 0.48846803 0.49610034 0.50373265
 0.51136497 0.51899728 0.52662959 0.53426191 0.54189422 0.54952653
 0.55715885 0.56479116 0.57242347 0.58005578 0.5876881  0.59532041
 0.60295272 0.61058504 0.61821735 0.62584966 0.63348197 0.64111429
 0.6487466  0.65637891 0.66401123 0.67164354 0.67927585 0.68690817
 0.69454048 0.70217279 0.7098051  0.71743742 0.72506973 0.73270204
 0.74033436 0.74796667 0.75559898 0.7632313 ]"
703,"[0.00762108 0.01524215 0.02286323 0.03048431 0.03810538 0.04572646
 0.05334754 0.06096861 0.06858969 0.07621077 0.08383184 0.09145292
 0.09907399 0.10669507 0.11431615 0.12193722 0.1295583  0.13717938
 0.14480045 0.15242153 0.16004261 0.16766368 0.17528476 0.18290584
 0.19052691 0.19814799 0.20576907 0.21339014 0.22101122 0.2286323
 0.23625337 0.24387445 0.25149552 0.2591166  0.26673768 0.27435875
 0.28197983 0.28960091 0.29722198 0.30484306 0.31246414 0.32008521
 0.32770629 0.33532737 0.34294844 0.35056952 0.3581906  0.36581167
 0.37343275 0.38105383 0.3886749  0.39629598 0.40391705 0.41153813
 0.41915921 0.42678028 0.43440136 0.44202244 0.44964351 0.45726459
 0.46488567 0.47250674 0.48012782 0.4877489  0.49536997 0.50299105
 0.51061213 0.5182332  0.52585428 0.53347536 0.54109643 0.54871751
 0.55633858 0.56395966 0.57158074 0.57920181 0.58682289 0.59444397
 0.60206504 0.60968612 0.6173072  0.62492827 0.63254935 0.64017043
 0.6477915  0.65541258 0.66303366 0.67065473 0.67827581 0.68589689
 0.69351796 0.70113904 0.70876011 0.71638119 0.72400227 0.73162334
 0.73924442 0.7468655  0.75448657 0.76210765]"
704,"[0.0076728  0.01534561 0.02301841 0.03069122 0.03836402 0.04603683
 0.05370963 0.06138243 0.06905524 0.07672804 0.08440085 0.09207365
 0.09974645 0.10741926 0.11509206 0.12276487 0.13043767 0.13811048
 0.14578328 0.15345608 0.16112889 0.16880169 0.1764745  0.1841473
 0.19182011 0.19949291 0.20716571 0.21483852 0.22251132 0.23018413
 0.23785693 0.24552974 0.25320254 0.26087534 0.26854815 0.27622095
 0.28389376 0.29156656 0.29923936 0.30691217 0.31458497 0.32225778
 0.32993058 0.33760339 0.34527619 0.35294899 0.3606218  0.3682946
 0.37596741 0.38364021 0.39131302 0.39898582 0.40665862 0.41433143
 0.42200423 0.42967704 0.43734984 0.44502264 0.45269545 0.46036825
 0.46804106 0.47571386 0.48338667 0.49105947 0.49873227 0.50640508
 0.51407788 0.52175069 0.52942349 0.5370963  0.5447691  0.5524419
 0.56011471 0.56778751 0.57546032 0.58313312 0.59080593 0.59847873
 0.60615153 0.61382434 0.62149714 0.62916995 0.63684275 0.64451555
 0.65218836 0.65986116 0.66753397 0.67520677 0.68287958 0.69055238
 0.69822518 0.70589799 0.71357079 0.7212436  0.7289164  0.73658921
 0.74426201 0.75193481 0.75960762 0.76728042]"
705,"[0.00773695 0.0154739  0.02321085 0.03094779 0.03868474 0.04642169
 0.05415864 0.06189559 0.06963254 0.07736949 0.08510643 0.09284338
 0.10058033 0.10831728 0.11605423 0.12379118 0.13152813 0.13926507
 0.14700202 0.15473897 0.16247592 0.17021287 0.17794982 0.18568677
 0.19342371 0.20116066 0.20889761 0.21663456 0.22437151 0.23210846
 0.23984541 0.24758236 0.2553193  0.26305625 0.2707932  0.27853015
 0.2862671  0.29400405 0.301741   0.30947794 0.31721489 0.32495184
 0.33268879 0.34042574 0.34816269 0.35589964 0.36363658 0.37137353
 0.37911048 0.38684743 0.39458438 0.40232133 0.41005828 0.41779522
 0.42553217 0.43326912 0.44100607 0.44874302 0.45647997 0.46421692
 0.47195386 0.47969081 0.48742776 0.49516471 0.50290166 0.51063861
 0.51837556 0.5261125  0.53384945 0.5415864  0.54932335 0.5570603
 0.56479725 0.5725342  0.58027114 0.58800809 0.59574504 0.60348199
 0.61121894 0.61895589 0.62669284 0.63442979 0.64216673 0.64990368
 0.65764063 0.66537758 0.67311453 0.68085148 0.68858843 0.69632537
 0.70406232 0.71179927 0.71953622 0.72727317 0.73501012 0.74274707
 0.75048401 0.75822096 0.76595791 0.77369486]"
706,"[0.00782128 0.01564257 0.02346385 0.03128513 0.03910642 0.0469277
 0.05474898 0.06257026 0.07039155 0.07821283 0.08603411 0.0938554
 0.10167668 0.10949796 0.11731925 0.12514053 0.13296181 0.1407831
 0.14860438 0.15642566 0.16424695 0.17206823 0.17988951 0.18771079
 0.19553208 0.20335336 0.21117464 0.21899593 0.22681721 0.23463849
 0.24245978 0.25028106 0.25810234 0.26592363 0.27374491 0.28156619
 0.28938747 0.29720876 0.30503004 0.31285132 0.32067261 0.32849389
 0.33631517 0.34413646 0.35195774 0.35977902 0.36760031 0.37542159
 0.38324287 0.39106416 0.39888544 0.40670672 0.414528   0.42234929
 0.43017057 0.43799185 0.44581314 0.45363442 0.4614557  0.46927699
 0.47709827 0.48491955 0.49274084 0.50056212 0.5083834  0.51620468
 0.52402597 0.53184725 0.53966853 0.54748982 0.5553111  0.56313238
 0.57095367 0.57877495 0.58659623 0.59441752 0.6022388  0.61006008
 0.61788137 0.62570265 0.63352393 0.64134521 0.6491665  0.65698778
 0.66480906 0.67263035 0.68045163 0.68827291 0.6960942  0.70391548
 0.71173676 0.71955805 0.72737933 0.73520061 0.74302189 0.75084318
 0.75866446 0.76648574 0.77430703 0.78212831]"
707,"[0.00768337 0.01536673 0.0230501  0.03073347 0.03841684 0.0461002
 0.05378357 0.06146694 0.0691503  0.07683367 0.08451704 0.09220041
 0.09988377 0.10756714 0.11525051 0.12293387 0.13061724 0.13830061
 0.14598398 0.15366734 0.16135071 0.16903408 0.17671744 0.18440081
 0.19208418 0.19976755 0.20745091 0.21513428 0.22281765 0.23050101
 0.23818438 0.24586775 0.25355112 0.26123448 0.26891785 0.27660122
 0.28428458 0.29196795 0.29965132 0.30733469 0.31501805 0.32270142
 0.33038479 0.33806815 0.34575152 0.35343489 0.36111825 0.36880162
 0.37648499 0.38416836 0.39185172 0.39953509 0.40721846 0.41490182
 0.42258519 0.43026856 0.43795193 0.44563529 0.45331866 0.46100203
 0.46868539 0.47636876 0.48405213 0.4917355  0.49941886 0.50710223
 0.5147856  0.52246896 0.53015233 0.5378357  0.54551907 0.55320243
 0.5608858  0.56856917 0.57625253 0.5839359  0.59161927 0.59930264
 0.606986   0.61466937 0.62235274 0.6300361  0.63771947 0.64540284
 0.65308621 0.66076957 0.66845294 0.67613631 0.68381967 0.69150304
 0.69918641 0.70686978 0.71455314 0.72223651 0.72991988 0.73760324
 0.74528661 0.75296998 0.76065335 0.76833671]"
708,"[0.00765621 0.01531242 0.02296862 0.03062483 0.03828104 0.04593725
 0.05359345 0.06124966 0.06890587 0.07656208 0.08421828 0.09187449
 0.0995307  0.10718691 0.11484311 0.12249932 0.13015553 0.13781174
 0.14546794 0.15312415 0.16078036 0.16843657 0.17609277 0.18374898
 0.19140519 0.1990614  0.2067176  0.21437381 0.22203002 0.22968623
 0.23734244 0.24499864 0.25265485 0.26031106 0.26796727 0.27562347
 0.28327968 0.29093589 0.2985921  0.3062483  0.31390451 0.32156072
 0.32921693 0.33687313 0.34452934 0.35218555 0.35984176 0.36749796
 0.37515417 0.38281038 0.39046659 0.39812279 0.405779   0.41343521
 0.42109142 0.42874763 0.43640383 0.44406004 0.45171625 0.45937246
 0.46702866 0.47468487 0.48234108 0.48999729 0.49765349 0.5053097
 0.51296591 0.52062212 0.52827832 0.53593453 0.54359074 0.55124695
 0.55890315 0.56655936 0.57421557 0.58187178 0.58952798 0.59718419
 0.6048404  0.61249661 0.62015281 0.62780902 0.63546523 0.64312144
 0.65077765 0.65843385 0.66609006 0.67374627 0.68140248 0.68905868
 0.69671489 0.7043711  0.71202731 0.71968351 0.72733972 0.73499593
 0.74265214 0.75030834 0.75796455 0.76562076]"
709,"[0.00765147 0.01530294 0.02295441 0.03060588 0.03825735 0.04590882
 0.05356029 0.06121176 0.06886323 0.0765147  0.08416617 0.09181764
 0.09946911 0.10712058 0.11477205 0.12242352 0.13007499 0.13772646
 0.14537793 0.1530294  0.16068087 0.16833234 0.17598381 0.18363528
 0.19128674 0.19893821 0.20658968 0.21424115 0.22189262 0.22954409
 0.23719556 0.24484703 0.2524985  0.26014997 0.26780144 0.27545291
 0.28310438 0.29075585 0.29840732 0.30605879 0.31371026 0.32136173
 0.3290132  0.33666467 0.34431614 0.35196761 0.35961908 0.36727055
 0.37492202 0.38257349 0.39022496 0.39787643 0.4055279  0.41317937
 0.42083084 0.42848231 0.43613378 0.44378525 0.45143672 0.45908819
 0.46673966 0.47439113 0.4820426  0.48969407 0.49734554 0.50499701
 0.51264848 0.52029995 0.52795142 0.53560289 0.54325436 0.55090583
 0.55855729 0.56620876 0.57386023 0.5815117  0.58916317 0.59681464
 0.60446611 0.61211758 0.61976905 0.62742052 0.63507199 0.64272346
 0.65037493 0.6580264  0.66567787 0.67332934 0.68098081 0.68863228
 0.69628375 0.70393522 0.71158669 0.71923816 0.72688963 0.7345411
 0.74219257 0.74984404 0.75749551 0.76514698]"
710,"[0.00765997 0.01531994 0.02297991 0.03063988 0.03829985 0.04595982
 0.05361979 0.06127976 0.06893974 0.07659971 0.08425968 0.09191965
 0.09957962 0.10723959 0.11489956 0.12255953 0.1302195  0.13787947
 0.14553944 0.15319941 0.16085938 0.16851935 0.17617932 0.18383929
 0.19149927 0.19915924 0.20681921 0.21447918 0.22213915 0.22979912
 0.23745909 0.24511906 0.25277903 0.260439   0.26809897 0.27575894
 0.28341891 0.29107888 0.29873885 0.30639882 0.31405879 0.32171877
 0.32937874 0.33703871 0.34469868 0.35235865 0.36001862 0.36767859
 0.37533856 0.38299853 0.3906585  0.39831847 0.40597844 0.41363841
 0.42129838 0.42895835 0.43661832 0.4442783  0.45193827 0.45959824
 0.46725821 0.47491818 0.48257815 0.49023812 0.49789809 0.50555806
 0.51321803 0.520878   0.52853797 0.53619794 0.54385791 0.55151788
 0.55917785 0.56683783 0.5744978  0.58215777 0.58981774 0.59747771
 0.60513768 0.61279765 0.62045762 0.62811759 0.63577756 0.64343753
 0.6510975  0.65875747 0.66641744 0.67407741 0.68173738 0.68939735
 0.69705733 0.7047173  0.71237727 0.72003724 0.72769721 0.73535718
 0.74301715 0.75067712 0.75833709 0.76599706]"
711,"[0.00764793 0.01529585 0.02294378 0.03059171 0.03823964 0.04588756
 0.05353549 0.06118342 0.06883134 0.07647927 0.0841272  0.09177513
 0.09942305 0.10707098 0.11471891 0.12236683 0.13001476 0.13766269
 0.14531062 0.15295854 0.16060647 0.1682544  0.17590232 0.18355025
 0.19119818 0.19884611 0.20649403 0.21414196 0.22178989 0.22943781
 0.23708574 0.24473367 0.2523816  0.26002952 0.26767745 0.27532538
 0.2829733  0.29062123 0.29826916 0.30591709 0.31356501 0.32121294
 0.32886087 0.33650879 0.34415672 0.35180465 0.35945258 0.3671005
 0.37474843 0.38239636 0.39004428 0.39769221 0.40534014 0.41298807
 0.42063599 0.42828392 0.43593185 0.44357977 0.4512277  0.45887563
 0.46652356 0.47417148 0.48181941 0.48946734 0.49711526 0.50476319
 0.51241112 0.52005905 0.52770697 0.5353549  0.54300283 0.55065075
 0.55829868 0.56594661 0.57359454 0.58124246 0.58889039 0.59653832
 0.60418625 0.61183417 0.6194821  0.62713003 0.63477795 0.64242588
 0.65007381 0.65772174 0.66536966 0.67301759 0.68066552 0.68831344
 0.69596137 0.7036093  0.71125723 0.71890515 0.72655308 0.73420101
 0.74184893 0.74949686 0.75714479 0.76479272]"
