,Q
762,"[0.0067896  0.0135792  0.02036879 0.02715839 0.03394799 0.04073759
 0.04752718 0.05431678 0.06110638 0.06789598 0.07468557 0.08147517
 0.08826477 0.09505437 0.10184397 0.10863356 0.11542316 0.12221276
 0.12900236 0.13579195 0.14258155 0.14937115 0.15616075 0.16295034
 0.16973994 0.17652954 0.18331914 0.19010874 0.19689833 0.20368793
 0.21047753 0.21726713 0.22405672 0.23084632 0.23763592 0.24442552
 0.25121511 0.25800471 0.26479431 0.27158391 0.27837351 0.2851631
 0.2919527  0.2987423  0.3055319  0.31232149 0.31911109 0.32590069
 0.33269029 0.33947988 0.34626948 0.35305908 0.35984868 0.36663828
 0.37342787 0.38021747 0.38700707 0.39379667 0.40058626 0.40737586
 0.41416546 0.42095506 0.42774465 0.43453425 0.44132385 0.44811345
 0.45490305 0.46169264 0.46848224 0.47527184 0.48206144 0.48885103
 0.49564063 0.50243023 0.50921983 0.51600942 0.52279902 0.52958862
 0.53637822 0.54316782 0.54995741 0.55674701 0.56353661 0.57032621
 0.5771158  0.5839054  0.590695   0.5974846  0.60427419 0.61106379
 0.61785339 0.62464299 0.63143259 0.63822218 0.64501178 0.65180138
 0.65859098 0.66538057 0.67217017 0.67895977]"
763,"[0.0065895  0.01317899 0.01976849 0.02635799 0.03294749 0.03953698
 0.04612648 0.05271598 0.05930548 0.06589497 0.07248447 0.07907397
 0.08566347 0.09225296 0.09884246 0.10543196 0.11202146 0.11861095
 0.12520045 0.13178995 0.13837944 0.14496894 0.15155844 0.15814794
 0.16473743 0.17132693 0.17791643 0.18450593 0.19109542 0.19768492
 0.20427442 0.21086392 0.21745341 0.22404291 0.23063241 0.23722191
 0.2438114  0.2504009  0.2569904  0.2635799  0.27016939 0.27675889
 0.28334839 0.28993788 0.29652738 0.30311688 0.30970638 0.31629587
 0.32288537 0.32947487 0.33606437 0.34265386 0.34924336 0.35583286
 0.36242236 0.36901185 0.37560135 0.38219085 0.38878035 0.39536984
 0.40195934 0.40854884 0.41513833 0.42172783 0.42831733 0.43490683
 0.44149632 0.44808582 0.45467532 0.46126482 0.46785431 0.47444381
 0.48103331 0.48762281 0.4942123  0.5008018  0.5073913  0.5139808
 0.52057029 0.52715979 0.53374929 0.54033879 0.54692828 0.55351778
 0.56010728 0.56669677 0.57328627 0.57987577 0.58646527 0.59305476
 0.59964426 0.60623376 0.61282326 0.61941275 0.62600225 0.63259175
 0.63918125 0.64577074 0.65236024 0.65894974]"
764,"[0.00687363 0.01374727 0.0206209  0.02749454 0.03436817 0.0412418
 0.04811544 0.05498907 0.06186271 0.06873634 0.07560997 0.08248361
 0.08935724 0.09623087 0.10310451 0.10997814 0.11685178 0.12372541
 0.13059904 0.13747268 0.14434631 0.15121995 0.15809358 0.16496721
 0.17184085 0.17871448 0.18558812 0.19246175 0.19933538 0.20620902
 0.21308265 0.21995629 0.22682992 0.23370355 0.24057719 0.24745082
 0.25432446 0.26119809 0.26807172 0.27494536 0.28181899 0.28869262
 0.29556626 0.30243989 0.30931353 0.31618716 0.32306079 0.32993443
 0.33680806 0.3436817  0.35055533 0.35742896 0.3643026  0.37117623
 0.37804987 0.3849235  0.39179713 0.39867077 0.4055444  0.41241804
 0.41929167 0.4261653  0.43303894 0.43991257 0.4467862  0.45365984
 0.46053347 0.46740711 0.47428074 0.48115437 0.48802801 0.49490164
 0.50177528 0.50864891 0.51552254 0.52239618 0.52926981 0.53614345
 0.54301708 0.54989071 0.55676435 0.56363798 0.57051162 0.57738525
 0.58425888 0.59113252 0.59800615 0.60487979 0.61175342 0.61862705
 0.62550069 0.63237432 0.63924795 0.64612159 0.65299522 0.65986886
 0.66674249 0.67361612 0.68048976 0.68736339]"
765,"[0.00688989 0.01377978 0.02066967 0.02755956 0.03444945 0.04133935
 0.04822924 0.05511913 0.06200902 0.06889891 0.0757888  0.08267869
 0.08956858 0.09645847 0.10334836 0.11023825 0.11712814 0.12401804
 0.13090793 0.13779782 0.14468771 0.1515776  0.15846749 0.16535738
 0.17224727 0.17913716 0.18602705 0.19291694 0.19980683 0.20669673
 0.21358662 0.22047651 0.2273664  0.23425629 0.24114618 0.24803607
 0.25492596 0.26181585 0.26870574 0.27559563 0.28248553 0.28937542
 0.29626531 0.3031552  0.31004509 0.31693498 0.32382487 0.33071476
 0.33760465 0.34449454 0.35138443 0.35827432 0.36516422 0.37205411
 0.378944   0.38583389 0.39272378 0.39961367 0.40650356 0.41339345
 0.42028334 0.42717323 0.43406312 0.44095302 0.44784291 0.4547328
 0.46162269 0.46851258 0.47540247 0.48229236 0.48918225 0.49607214
 0.50296203 0.50985192 0.51674181 0.52363171 0.5305216  0.53741149
 0.54430138 0.55119127 0.55808116 0.56497105 0.57186094 0.57875083
 0.58564072 0.59253061 0.5994205  0.6063104  0.61320029 0.62009018
 0.62698007 0.63386996 0.64075985 0.64764974 0.65453963 0.66142952
 0.66831941 0.6752093  0.6820992  0.68898909]"
766,"[0.00688716 0.01377431 0.02066147 0.02754862 0.03443578 0.04132293
 0.04821009 0.05509724 0.0619844  0.06887155 0.07575871 0.08264587
 0.08953302 0.09642018 0.10330733 0.11019449 0.11708164 0.1239688
 0.13085595 0.13774311 0.14463026 0.15151742 0.15840458 0.16529173
 0.17217889 0.17906604 0.1859532  0.19284035 0.19972751 0.20661466
 0.21350182 0.22038897 0.22727613 0.23416329 0.24105044 0.2479376
 0.25482475 0.26171191 0.26859906 0.27548622 0.28237337 0.28926053
 0.29614768 0.30303484 0.309922   0.31680915 0.32369631 0.33058346
 0.33747062 0.34435777 0.35124493 0.35813208 0.36501924 0.37190639
 0.37879355 0.38568071 0.39256786 0.39945502 0.40634217 0.41322933
 0.42011648 0.42700364 0.43389079 0.44077795 0.4476651  0.45455226
 0.46143942 0.46832657 0.47521373 0.48210088 0.48898804 0.49587519
 0.50276235 0.5096495  0.51653666 0.52342382 0.53031097 0.53719813
 0.54408528 0.55097244 0.55785959 0.56474675 0.5716339  0.57852106
 0.58540821 0.59229537 0.59918253 0.60606968 0.61295684 0.61984399
 0.62673115 0.6336183  0.64050546 0.64739261 0.65427977 0.66116692
 0.66805408 0.67494124 0.68182839 0.68871555]"
767,"[0.00650046 0.01300092 0.01950139 0.02600185 0.03250231 0.03900277
 0.04550323 0.05200369 0.05850416 0.06500462 0.07150508 0.07800554
 0.084506   0.09100646 0.09750693 0.10400739 0.11050785 0.11700831
 0.12350877 0.13000924 0.1365097  0.14301016 0.14951062 0.15601108
 0.16251154 0.16901201 0.17551247 0.18201293 0.18851339 0.19501385
 0.20151432 0.20801478 0.21451524 0.2210157  0.22751616 0.23401662
 0.24051709 0.24701755 0.25351801 0.26001847 0.26651893 0.27301939
 0.27951986 0.28602032 0.29252078 0.29902124 0.3055217  0.31202217
 0.31852263 0.32502309 0.33152355 0.33802401 0.34452447 0.35102494
 0.3575254  0.36402586 0.37052632 0.37702678 0.38352725 0.39002771
 0.39652817 0.40302863 0.40952909 0.41602955 0.42253002 0.42903048
 0.43553094 0.4420314  0.44853186 0.45503232 0.46153279 0.46803325
 0.47453371 0.48103417 0.48753463 0.4940351  0.50053556 0.50703602
 0.51353648 0.52003694 0.5265374  0.53303787 0.53953833 0.54603879
 0.55253925 0.55903971 0.56554018 0.57204064 0.5785411  0.58504156
 0.59154202 0.59804248 0.60454295 0.61104341 0.61754387 0.62404433
 0.63054479 0.63704525 0.64354572 0.65004618]"
768,"[0.00634393 0.01268786 0.01903178 0.02537571 0.03171964 0.03806357
 0.0444075  0.05075143 0.05709535 0.06343928 0.06978321 0.07612714
 0.08247107 0.088815   0.09515892 0.10150285 0.10784678 0.11419071
 0.12053464 0.12687857 0.13322249 0.13956642 0.14591035 0.15225428
 0.15859821 0.16494213 0.17128606 0.17762999 0.18397392 0.19031785
 0.19666178 0.2030057  0.20934963 0.21569356 0.22203749 0.22838142
 0.23472535 0.24106927 0.2474132  0.25375713 0.26010106 0.26644499
 0.27278892 0.27913284 0.28547677 0.2918207  0.29816463 0.30450856
 0.31085248 0.31719641 0.32354034 0.32988427 0.3362282  0.34257213
 0.34891605 0.35525998 0.36160391 0.36794784 0.37429177 0.3806357
 0.38697962 0.39332355 0.39966748 0.40601141 0.41235534 0.41869926
 0.42504319 0.43138712 0.43773105 0.44407498 0.45041891 0.45676283
 0.46310676 0.46945069 0.47579462 0.48213855 0.48848248 0.4948264
 0.50117033 0.50751426 0.51385819 0.52020212 0.52654605 0.53288997
 0.5392339  0.54557783 0.55192176 0.55826569 0.56460961 0.57095354
 0.57729747 0.5836414  0.58998533 0.59632926 0.60267318 0.60901711
 0.61536104 0.62170497 0.6280489  0.63439283]"
769,"[0.00627313 0.01254626 0.0188194  0.02509253 0.03136566 0.03763879
 0.04391193 0.05018506 0.05645819 0.06273132 0.06900446 0.07527759
 0.08155072 0.08782385 0.09409698 0.10037012 0.10664325 0.11291638
 0.11918951 0.12546265 0.13173578 0.13800891 0.14428204 0.15055517
 0.15682831 0.16310144 0.16937457 0.1756477  0.18192084 0.18819397
 0.1944671  0.20074023 0.20701337 0.2132865  0.21955963 0.22583276
 0.23210589 0.23837903 0.24465216 0.25092529 0.25719842 0.26347156
 0.26974469 0.27601782 0.28229095 0.28856408 0.29483722 0.30111035
 0.30738348 0.31365661 0.31992975 0.32620288 0.33247601 0.33874914
 0.34502228 0.35129541 0.35756854 0.36384167 0.3701148  0.37638794
 0.38266107 0.3889342  0.39520733 0.40148047 0.4077536  0.41402673
 0.42029986 0.42657299 0.43284613 0.43911926 0.44539239 0.45166552
 0.45793866 0.46421179 0.47048492 0.47675805 0.48303119 0.48930432
 0.49557745 0.50185058 0.50812371 0.51439685 0.52066998 0.52694311
 0.53321624 0.53948938 0.54576251 0.55203564 0.55830877 0.5645819
 0.57085504 0.57712817 0.5834013  0.58967443 0.59594757 0.6022207
 0.60849383 0.61476696 0.6210401  0.62731323]"
770,"[0.00618832 0.01237664 0.01856496 0.02475329 0.03094161 0.03712993
 0.04331825 0.04950657 0.05569489 0.06188322 0.06807154 0.07425986
 0.08044818 0.0866365  0.09282482 0.09901315 0.10520147 0.11138979
 0.11757811 0.12376643 0.12995475 0.13614307 0.1423314  0.14851972
 0.15470804 0.16089636 0.16708468 0.173273   0.17946133 0.18564965
 0.19183797 0.19802629 0.20421461 0.21040293 0.21659126 0.22277958
 0.2289679  0.23515622 0.24134454 0.24753286 0.25372118 0.25990951
 0.26609783 0.27228615 0.27847447 0.28466279 0.29085111 0.29703944
 0.30322776 0.30941608 0.3156044  0.32179272 0.32798104 0.33416937
 0.34035769 0.34654601 0.35273433 0.35892265 0.36511097 0.37129929
 0.37748762 0.38367594 0.38986426 0.39605258 0.4022409  0.40842922
 0.41461755 0.42080587 0.42699419 0.43318251 0.43937083 0.44555915
 0.45174748 0.4579358  0.46412412 0.47031244 0.47650076 0.48268908
 0.4888774  0.49506573 0.50125405 0.50744237 0.51363069 0.51981901
 0.52600733 0.53219566 0.53838398 0.5445723  0.55076062 0.55694894
 0.56313726 0.56932559 0.57551391 0.58170223 0.58789055 0.59407887
 0.60026719 0.60645551 0.61264384 0.61883216]"
771,"[0.00607345 0.0121469  0.01822035 0.0242938  0.03036725 0.0364407
 0.04251414 0.04858759 0.05466104 0.06073449 0.06680794 0.07288139
 0.07895484 0.08502829 0.09110174 0.09717519 0.10324864 0.10932209
 0.11539554 0.12146899 0.12754243 0.13361588 0.13968933 0.14576278
 0.15183623 0.15790968 0.16398313 0.17005658 0.17613003 0.18220348
 0.18827693 0.19435038 0.20042383 0.20649727 0.21257072 0.21864417
 0.22471762 0.23079107 0.23686452 0.24293797 0.24901142 0.25508487
 0.26115832 0.26723177 0.27330522 0.27937867 0.28545212 0.29152556
 0.29759901 0.30367246 0.30974591 0.31581936 0.32189281 0.32796626
 0.33403971 0.34011316 0.34618661 0.35226006 0.35833351 0.36440696
 0.3704804  0.37655385 0.3826273  0.38870075 0.3947742  0.40084765
 0.4069211  0.41299455 0.419068   0.42514145 0.4312149  0.43728835
 0.4433618  0.44943525 0.45550869 0.46158214 0.46765559 0.47372904
 0.47980249 0.48587594 0.49194939 0.49802284 0.50409629 0.51016974
 0.51624319 0.52231664 0.52839009 0.53446353 0.54053698 0.54661043
 0.55268388 0.55875733 0.56483078 0.57090423 0.57697768 0.58305113
 0.58912458 0.59519803 0.60127148 0.60734493]"
772,"[0.00635277 0.01270555 0.01905832 0.02541109 0.03176387 0.03811664
 0.04446941 0.05082218 0.05717496 0.06352773 0.0698805  0.07623328
 0.08258605 0.08893882 0.0952916  0.10164437 0.10799714 0.11434992
 0.12070269 0.12705546 0.13340823 0.13976101 0.14611378 0.15246655
 0.15881933 0.1651721  0.17152487 0.17787765 0.18423042 0.19058319
 0.19693597 0.20328874 0.20964151 0.21599429 0.22234706 0.22869983
 0.2350526  0.24140538 0.24775815 0.25411092 0.2604637  0.26681647
 0.27316924 0.27952202 0.28587479 0.29222756 0.29858034 0.30493311
 0.31128588 0.31763865 0.32399143 0.3303442  0.33669697 0.34304975
 0.34940252 0.35575529 0.36210807 0.36846084 0.37481361 0.38116639
 0.38751916 0.39387193 0.4002247  0.40657748 0.41293025 0.41928302
 0.4256358  0.43198857 0.43834134 0.44469412 0.45104689 0.45739966
 0.46375244 0.47010521 0.47645798 0.48281076 0.48916353 0.4955163
 0.50186907 0.50822185 0.51457462 0.52092739 0.52728017 0.53363294
 0.53998571 0.54633849 0.55269126 0.55904403 0.56539681 0.57174958
 0.57810235 0.58445512 0.5908079  0.59716067 0.60351344 0.60986622
 0.61621899 0.62257176 0.62892454 0.63527731]"
773,"[0.00644598 0.01289196 0.01933795 0.02578393 0.03222991 0.03867589
 0.04512188 0.05156786 0.05801384 0.06445982 0.07090581 0.07735179
 0.08379777 0.09024375 0.09668974 0.10313572 0.1095817  0.11602768
 0.12247366 0.12891965 0.13536563 0.14181161 0.14825759 0.15470358
 0.16114956 0.16759554 0.17404152 0.18048751 0.18693349 0.19337947
 0.19982545 0.20627144 0.21271742 0.2191634  0.22560938 0.23205537
 0.23850135 0.24494733 0.25139331 0.25783929 0.26428528 0.27073126
 0.27717724 0.28362322 0.29006921 0.29651519 0.30296117 0.30940715
 0.31585314 0.32229912 0.3287451  0.33519108 0.34163707 0.34808305
 0.35452903 0.36097501 0.36742099 0.37386698 0.38031296 0.38675894
 0.39320492 0.39965091 0.40609689 0.41254287 0.41898885 0.42543484
 0.43188082 0.4383268  0.44477278 0.45121877 0.45766475 0.46411073
 0.47055671 0.4770027  0.48344868 0.48989466 0.49634064 0.50278662
 0.50923261 0.51567859 0.52212457 0.52857055 0.53501654 0.54146252
 0.5479085  0.55435448 0.56080047 0.56724645 0.57369243 0.58013841
 0.5865844  0.59303038 0.59947636 0.60592234 0.61236832 0.61881431
 0.62526029 0.63170627 0.63815225 0.64459824]"
774,"[0.00614613 0.01229227 0.0184384  0.02458454 0.03073067 0.0368768
 0.04302294 0.04916907 0.0553152  0.06146134 0.06760747 0.07375361
 0.07989974 0.08604587 0.09219201 0.09833814 0.10448428 0.11063041
 0.11677654 0.12292268 0.12906881 0.13521494 0.14136108 0.14750721
 0.15365335 0.15979948 0.16594561 0.17209175 0.17823788 0.18438402
 0.19053015 0.19667628 0.20282242 0.20896855 0.21511468 0.22126082
 0.22740695 0.23355309 0.23969922 0.24584535 0.25199149 0.25813762
 0.26428376 0.27042989 0.27657602 0.28272216 0.28886829 0.29501443
 0.30116056 0.30730669 0.31345283 0.31959896 0.32574509 0.33189123
 0.33803736 0.3441835  0.35032963 0.35647576 0.3626219  0.36876803
 0.37491417 0.3810603  0.38720643 0.39335257 0.3994987  0.40564483
 0.41179097 0.4179371  0.42408324 0.43022937 0.4363755  0.44252164
 0.44866777 0.45481391 0.46096004 0.46710617 0.47325231 0.47939844
 0.48554457 0.49169071 0.49783684 0.50398298 0.51012911 0.51627524
 0.52242138 0.52856751 0.53471365 0.54085978 0.54700591 0.55315205
 0.55929818 0.56544431 0.57159045 0.57773658 0.58388272 0.59002885
 0.59617498 0.60232112 0.60846725 0.61461339]"
775,"[0.00601123 0.01202245 0.01803368 0.02404491 0.03005613 0.03606736
 0.04207859 0.04808981 0.05410104 0.06011226 0.06612349 0.07213472
 0.07814594 0.08415717 0.0901684  0.09617962 0.10219085 0.10820208
 0.1142133  0.12022453 0.12623576 0.13224698 0.13825821 0.14426943
 0.15028066 0.15629189 0.16230311 0.16831434 0.17432557 0.18033679
 0.18634802 0.19235925 0.19837047 0.2043817  0.21039293 0.21640415
 0.22241538 0.2284266  0.23443783 0.24044906 0.24646028 0.25247151
 0.25848274 0.26449396 0.27050519 0.27651642 0.28252764 0.28853887
 0.2945501  0.30056132 0.30657255 0.31258377 0.318595   0.32460623
 0.33061745 0.33662868 0.34263991 0.34865113 0.35466236 0.36067359
 0.36668481 0.37269604 0.37870727 0.38471849 0.39072972 0.39674094
 0.40275217 0.4087634  0.41477462 0.42078585 0.42679708 0.4328083
 0.43881953 0.44483076 0.45084198 0.45685321 0.46286444 0.46887566
 0.47488689 0.48089811 0.48690934 0.49292057 0.49893179 0.50494302
 0.51095425 0.51696547 0.5229767  0.52898793 0.53499915 0.54101038
 0.54702161 0.55303283 0.55904406 0.56505528 0.57106651 0.57707774
 0.58308896 0.58910019 0.59511142 0.60112264]"
776,"[0.00599752 0.01199503 0.01799255 0.02399007 0.02998758 0.0359851
 0.04198262 0.04798013 0.05397765 0.05997517 0.06597268 0.0719702
 0.07796772 0.08396524 0.08996275 0.09596027 0.10195779 0.1079553
 0.11395282 0.11995034 0.12594785 0.13194537 0.13794289 0.1439404
 0.14993792 0.15593544 0.16193295 0.16793047 0.17392799 0.1799255
 0.18592302 0.19192054 0.19791805 0.20391557 0.20991309 0.2159106
 0.22190812 0.22790564 0.23390315 0.23990067 0.24589819 0.25189571
 0.25789322 0.26389074 0.26988826 0.27588577 0.28188329 0.28788081
 0.29387832 0.29987584 0.30587336 0.31187087 0.31786839 0.32386591
 0.32986342 0.33586094 0.34185846 0.34785597 0.35385349 0.35985101
 0.36584852 0.37184604 0.37784356 0.38384107 0.38983859 0.39583611
 0.40183362 0.40783114 0.41382866 0.41982618 0.42582369 0.43182121
 0.43781873 0.44381624 0.44981376 0.45581128 0.46180879 0.46780631
 0.47380383 0.47980134 0.48579886 0.49179638 0.49779389 0.50379141
 0.50978893 0.51578644 0.52178396 0.52778148 0.53377899 0.53977651
 0.54577403 0.55177154 0.55776906 0.56376658 0.56976409 0.57576161
 0.58175913 0.58775665 0.59375416 0.59975168]"
777,"[0.00595597 0.01191195 0.01786792 0.02382389 0.02977986 0.03573584
 0.04169181 0.04764778 0.05360375 0.05955973 0.0655157  0.07147167
 0.07742764 0.08338362 0.08933959 0.09529556 0.10125153 0.10720751
 0.11316348 0.11911945 0.12507542 0.1310314  0.13698737 0.14294334
 0.14889932 0.15485529 0.16081126 0.16676723 0.17272321 0.17867918
 0.18463515 0.19059112 0.1965471  0.20250307 0.20845904 0.21441501
 0.22037099 0.22632696 0.23228293 0.2382389  0.24419488 0.25015085
 0.25610682 0.2620628  0.26801877 0.27397474 0.27993071 0.28588669
 0.29184266 0.29779863 0.3037546  0.30971058 0.31566655 0.32162252
 0.32757849 0.33353447 0.33949044 0.34544641 0.35140238 0.35735836
 0.36331433 0.3692703  0.37522627 0.38118225 0.38713822 0.39309419
 0.39905017 0.40500614 0.41096211 0.41691808 0.42287406 0.42883003
 0.434786   0.44074197 0.44669795 0.45265392 0.45860989 0.46456586
 0.47052184 0.47647781 0.48243378 0.48838975 0.49434573 0.5003017
 0.50625767 0.51221365 0.51816962 0.52412559 0.53008156 0.53603754
 0.54199351 0.54794948 0.55390545 0.55986143 0.5658174  0.57177337
 0.57772934 0.58368532 0.58964129 0.59559726]"
778,"[0.00594032 0.01188064 0.01782096 0.02376128 0.0297016  0.03564192
 0.04158224 0.04752256 0.05346287 0.05940319 0.06534351 0.07128383
 0.07722415 0.08316447 0.08910479 0.09504511 0.10098543 0.10692575
 0.11286607 0.11880639 0.12474671 0.13068703 0.13662735 0.14256767
 0.14850799 0.1544483  0.16038862 0.16632894 0.17226926 0.17820958
 0.1841499  0.19009022 0.19603054 0.20197086 0.20791118 0.2138515
 0.21979182 0.22573214 0.23167246 0.23761278 0.2435531  0.24949342
 0.25543373 0.26137405 0.26731437 0.27325469 0.27919501 0.28513533
 0.29107565 0.29701597 0.30295629 0.30889661 0.31483693 0.32077725
 0.32671757 0.33265789 0.33859821 0.34453853 0.35047885 0.35641916
 0.36235948 0.3682998  0.37424012 0.38018044 0.38612076 0.39206108
 0.3980014  0.40394172 0.40988204 0.41582236 0.42176268 0.427703
 0.43364332 0.43958364 0.44552396 0.45146428 0.45740459 0.46334491
 0.46928523 0.47522555 0.48116587 0.48710619 0.49304651 0.49898683
 0.50492715 0.51086747 0.51680779 0.52274811 0.52868843 0.53462875
 0.54056907 0.54650939 0.55244971 0.55839002 0.56433034 0.57027066
 0.57621098 0.5821513  0.58809162 0.59403194]"
779,"[4.55184716e-15 5.81828670e-03 1.16365734e-02 1.74548601e-02
 2.32731468e-02 2.90914335e-02 3.49097202e-02 4.07280069e-02
 4.65462936e-02 5.23645803e-02 5.81828670e-02 6.40011537e-02
 6.98194404e-02 7.56377271e-02 8.14560138e-02 8.72743005e-02
 9.30925872e-02 9.89108739e-02 1.04729161e-01 1.10547447e-01
 1.16365734e-01 1.22184021e-01 1.28002307e-01 1.33820594e-01
 1.39638881e-01 1.45457168e-01 1.51275454e-01 1.57093741e-01
 1.62912028e-01 1.68730314e-01 1.74548601e-01 1.80366888e-01
 1.86185174e-01 1.92003461e-01 1.97821748e-01 2.03640035e-01
 2.09458321e-01 2.15276608e-01 2.21094895e-01 2.26913181e-01
 2.32731468e-01 2.38549755e-01 2.44368042e-01 2.50186328e-01
 2.56004615e-01 2.61822902e-01 2.67641188e-01 2.73459475e-01
 2.79277762e-01 2.85096048e-01 2.90914335e-01 2.96732622e-01
 3.02550909e-01 3.08369195e-01 3.14187482e-01 3.20005769e-01
 3.25824055e-01 3.31642342e-01 3.37460629e-01 3.43278915e-01
 3.49097202e-01 3.54915489e-01 3.60733776e-01 3.66552062e-01
 3.72370349e-01 3.78188636e-01 3.84006922e-01 3.89825209e-01
 3.95643496e-01 4.01461782e-01 4.07280069e-01 4.13098356e-01
 4.18916643e-01 4.24734929e-01 4.30553216e-01 4.36371503e-01
 4.42189789e-01 4.48008076e-01 4.53826363e-01 4.59644650e-01
 4.65462936e-01 4.71281223e-01 4.77099510e-01 4.82917796e-01
 4.88736083e-01 4.94554370e-01 5.00372656e-01 5.06190943e-01
 5.12009230e-01 5.17827517e-01 5.23645803e-01 5.29464090e-01
 5.35282377e-01 5.41100663e-01 5.46918950e-01 5.52737237e-01
 5.58555523e-01 5.64373810e-01 5.70192097e-01 5.76010384e-01]"
780,"[0.00600489 0.01200979 0.01801468 0.02401958 0.03002447 0.03602936
 0.04203426 0.04803915 0.05404405 0.06004894 0.06605384 0.07205873
 0.07806362 0.08406852 0.09007341 0.09607831 0.1020832  0.10808809
 0.11409299 0.12009788 0.12610278 0.13210767 0.13811257 0.14411746
 0.15012235 0.15612725 0.16213214 0.16813704 0.17414193 0.18014682
 0.18615172 0.19215661 0.19816151 0.2041664  0.21017129 0.21617619
 0.22218108 0.22818598 0.23419087 0.24019577 0.24620066 0.25220555
 0.25821045 0.26421534 0.27022024 0.27622513 0.28223002 0.28823492
 0.29423981 0.30024471 0.3062496  0.31225449 0.31825939 0.32426428
 0.33026918 0.33627407 0.34227897 0.34828386 0.35428875 0.36029365
 0.36629854 0.37230344 0.37830833 0.38431322 0.39031812 0.39632301
 0.40232791 0.4083328  0.4143377  0.42034259 0.42634748 0.43235238
 0.43835727 0.44436217 0.45036706 0.45637195 0.46237685 0.46838174
 0.47438664 0.48039153 0.48639642 0.49240132 0.49840621 0.50441111
 0.510416   0.5164209  0.52242579 0.52843068 0.53443558 0.54044047
 0.54644537 0.55245026 0.55845515 0.56446005 0.57046494 0.57646984
 0.58247473 0.58847963 0.59448452 0.60048941]"
781,"[0.00619555 0.0123911  0.01858666 0.02478221 0.03097776 0.03717331
 0.04336886 0.04956442 0.05575997 0.06195552 0.06815107 0.07434663
 0.08054218 0.08673773 0.09293328 0.09912883 0.10532439 0.11151994
 0.11771549 0.12391104 0.13010659 0.13630215 0.1424977  0.14869325
 0.1548888  0.16108436 0.16727991 0.17347546 0.17967101 0.18586656
 0.19206212 0.19825767 0.20445322 0.21064877 0.21684432 0.22303988
 0.22923543 0.23543098 0.24162653 0.24782209 0.25401764 0.26021319
 0.26640874 0.27260429 0.27879985 0.2849954  0.29119095 0.2973865
 0.30358205 0.30977761 0.31597316 0.32216871 0.32836426 0.33455982
 0.34075537 0.34695092 0.35314647 0.35934202 0.36553758 0.37173313
 0.37792868 0.38412423 0.39031978 0.39651534 0.40271089 0.40890644
 0.41510199 0.42129755 0.4274931  0.43368865 0.4398842  0.44607975
 0.45227531 0.45847086 0.46466641 0.47086196 0.47705751 0.48325307
 0.48944862 0.49564417 0.50183972 0.50803528 0.51423083 0.52042638
 0.52662193 0.53281748 0.53901304 0.54520859 0.55140414 0.55759969
 0.56379524 0.5699908  0.57618635 0.5823819  0.58857745 0.594773
 0.60096856 0.60716411 0.61335966 0.61955521]"
782,"[0.00628249 0.01256499 0.01884748 0.02512997 0.03141247 0.03769496
 0.04397745 0.05025994 0.05654244 0.06282493 0.06910742 0.07538992
 0.08167241 0.0879549  0.0942374  0.10051989 0.10680238 0.11308487
 0.11936737 0.12564986 0.13193235 0.13821485 0.14449734 0.15077983
 0.15706233 0.16334482 0.16962731 0.1759098  0.1821923  0.18847479
 0.19475728 0.20103978 0.20732227 0.21360476 0.21988726 0.22616975
 0.23245224 0.23873474 0.24501723 0.25129972 0.25758221 0.26386471
 0.2701472  0.27642969 0.28271219 0.28899468 0.29527717 0.30155967
 0.30784216 0.31412465 0.32040714 0.32668964 0.33297213 0.33925462
 0.34553712 0.35181961 0.3581021  0.3643846  0.37066709 0.37694958
 0.38323207 0.38951457 0.39579706 0.40207955 0.40836205 0.41464454
 0.42092703 0.42720953 0.43349202 0.43977451 0.44605701 0.4523395
 0.45862199 0.46490448 0.47118698 0.47746947 0.48375196 0.49003446
 0.49631695 0.50259944 0.50888194 0.51516443 0.52144692 0.52772941
 0.53401191 0.5402944  0.54657689 0.55285939 0.55914188 0.56542437
 0.57170687 0.57798936 0.58427185 0.59055434 0.59683684 0.60311933
 0.60940182 0.61568432 0.62196681 0.6282493 ]"
